Total adjusted box office,Lasso predictions,Ridge predictions,Elastic net predictions,Random Forest predictions
72483445.0,88689344.40682422,88689346.01840267,88689908.74575973,45885316.266666666
19268125.0,90943936.51481855,90943937.94601849,90944437.68921155,72983342.2
49330118.0,85261013.12981273,85261015.01567462,85261673.51671004,47082855.8
11834713.0,133232310.87825808,133232308.92617914,133231627.30361797,30530290.466666665
10228959.0,116808411.76534887,116808411.12726301,116808188.32186507,49802967.2
16748604.0,108659794.02761857,108659794.04146239,108659798.87541176,40588171.53333333
220300067.0,119755425.27272397,119755424.39886247,119755119.26585352,168076772.16666666
268762461.0,81199367.94698027,81199370.15779383,81200142.12473087,400250906.8
227290494.0,133054984.41067816,133054982.47278622,133054305.80400774,266677090.1
45426029.0,109782868.78815092,109782868.7121432,109782842.17193642,53857916.2
37712026.0,102740434.42968506,102740434.91710688,102740605.11396797,45104765.666666664
7288257.0,90259958.08331051,90259959.5692321,90260478.42000988,61986992.8
48162550.0,122212677.39322534,122212676.32277152,122212302.54409936,61104705.333333336
9258807.0,91087487.13101842,91087488.5507336,91087984.28370436,504735719.1
164375325.0,118142591.2832808,118142590.53845398,118142330.46148871,229295973.1
13031802.0,91011489.27071874,91011490.69651413,91011988.55255702,138771464.16666666
171249.0,105890108.43360709,105890108.66903943,105890190.87677677,63882809.4
297054793.0,129305776.0862568,129305774.44832006,129305202.51722388,19043395.066666666
53564808.0,130487958.12459557,130487956.39207841,130487351.43560833,80591064.86666666
34394327.0,90851051.23771676,90851052.67634799,90851555.01437914,72983342.2
1762201179.0,79172760.82409765,79172763.1970498,79173591.77917452,356795437.73333335
45351464.0,118379026.46812241,118379025.70437962,118378759.02237372,98842526.03333333
146565394.0,81739795.52083167,81739797.68840837,81740554.55798973,92305088.93333334
50197400.0,130386628.1756118,130386626.45120153,130386024.32547946,93054822.63333334
34786695.0,90775052.28808583,90775053.73279734,90775558.19393109,79314362.2
48637199.0,109563320.37955284,109563320.32111008,109563299.91419585,63106597.13333333
640186674.0,126856967.8474015,126856966.4053815,126856462.88406073,7251520.166666667
302055.0,133561633.32803775,133561631.3496114,133560940.52711597,13189656.333333334
225361081.0,84957023.28898275,84957025.19916533,84957692.19244461,16940043.866666667
20416887.0,89086219.53192061,89086221.11174709,89086772.75202197,20988750.466666665
246979579.0,112729881.0697557,112729880.75797245,112729771.8901889,134803494.46666667
79068346.0,125438348.40492775,125438347.07640432,125437883.18556008,203754365.3
53808200.0,102723547.00962129,102723547.49839419,102723718.16702133,49031303.8
121389210.0,133080316.74724688,133080314.80732822,133079637.43086694,198877577.36666667
48826378.0,83656621.17809552,83656623.19231668,83657326.51355946,28794132.766666666
11829806.0,86519193.19754735,86519194.98274861,86519818.33533326,14917116.866666667
13546810.0,90994600.76021576,90994602.18736231,90995100.51520172,138771464.16666666
1618108.0,133494079.84047347,133494077.86745173,133493388.93212691,13189656.333333334
148653845.0,111091714.18609086,111091714.00536905,111091650.90132755,201878613.8
12232653.0,129466215.07880837,129466213.42803569,129465637.01492445,17543423.366666667
224384934.0,109191776.83481222,109191776.80609478,109191766.77860105,235004270.73333332
276699795.0,96010436.2317264,96010437.25758132,96010795.4633105,67618891.0
90073633.0,98121478.25917208,98121479.11613323,98121778.34790573,44534619.46666667
72009321.0,91509695.79939705,91509697.18533346,91510181.12350553,395573090.9
196189649.0,121858023.23960076,121858022.19752105,121857658.32644825,162633123.06666666
283707235.0,93173196.68359059,93173197.93643871,93173635.40313946,101538698.23333333
4356213.0,132725660.8949017,132725658.98335727,132724991.51454282,164218903.7
114606407.0,110061525.28298174,110061525.18468013,110061490.85994047,43861200.1
124410010.0,127101849.97017351,127101848.50856173,127101338.14622714,20095033.266666666
45998030.0,104066168.33206707,104066168.71342364,104066301.87465365,127994258.6
141757719.0,116512867.66456287,116512867.050122,116512652.50102818,56591122.7
13972779.0,92784764.09508698,92784765.37901162,92785213.69694428,19356543.4
21448762.0,133223866.44750912,133223864.49610579,133223183.10944779,30530290.466666665
67489997.0,126181434.84198588,126181433.45401187,126180948.80434483,142782562.66666666
56388177.0,126063216.50650892,126063215.12799294,126062733.78086698,123761259.5
29354905.0,111936129.7933352,111936129.54505596,111936042.85146542,33848647.53333333
332353.0,131357706.07099879,131357704.2688975,131357075.01519552,69918182.7
60190772.0,116901299.05110551,116901298.40558821,116901073.00529605,49802967.2
207517889.0,123918398.68450868,123918397.47758874,123917976.04797822,187741654.46666667
9993452.0,91062154.2464745,91062155.66821644,91062652.10888529,138771464.16666666
190201857.0,118193256.5681951,118193255.81931481,118192994.32696687,225376633.63333333
49319322.0,102605329.31670624,102605329.81493714,102605503.78608741,67009769.733333334
63440423.0,124940143.1344416,124940141.84577705,124939691.87276846,10167263.766666668
7492506.0,97564162.26584077,97564163.16738994,97564477.9683121,6684988.1
49298291.0,126248987.63868417,126248986.2453056,126248499.70848727,59374993.2
255131.0,119510544.58004338,119510543.72577353,119510245.43373846,7642402.9
7750229.0,129094671.21361968,129094669.59257236,129094103.55889057,5280440.8
187326455.0,82415328.57065979,82415330.6841905,82416068.68211687,42497221.8
2784135.0,100705390.53774235,100705391.18797775,100705618.23571566,437826180.0
499529618.0,123681962.89577131,123681961.7077674,123681546.88321437,408601638.53333336
48523109.0,83665065.94883431,83665067.96237987,83665771.04770999,28039734.7
3162487.0,116985739.35804448,116985738.70577152,116985510.94655947,21069752.266666666
20366417.0,132717216.11924961,132717214.2083808,132716546.97547916,164218903.7
50112530.0,88782229.95066538,88782231.55481254,88782791.68732402,45885316.266666666
11733391.0,105670559.78146455,105670560.03446187,105670648.37549856,40841851.46666667
549622359.0,105974550.22424002,105974550.45291659,105974630.3016926,215337408.2
105155927.0,117990595.09247127,117990594.35980491,117990338.52899706,236006563.4
15837605.0,124458824.53972048,124458823.28956379,124458386.7626456,95061725.23333333
76205739.0,94144275.68326761,94144276.8584246,94144687.19711459,93565643.03333333
301224286.0,127811156.81899543,127811155.3006356,127810625.12314299,392623865.06666666
257689057.0,84137940.10031395,84137942.07602723,84138631.95117046,7914033.8
28954650.0,126350318.70583077,126350317.3043452,126349827.93674763,36147167.06666667
33116178.0,106759857.79839821,106759857.96424632,106759915.87471212,55903278.06666667
97035478.0,98281916.97248657,98281917.81661183,98282212.56637706,30021600.9
107032801.0,86890737.35456164,86890739.11003754,86891352.08318457,89429786.23333333
47363876.0,124230832.57533799,124230831.34342179,124230401.18567488,118433127.0
25384391.0,113278752.0098124,113278751.65411675,113278627.45310411,70185027.6
51309678.0,105189242.48067808,105189242.77218316,105189344.5592741,29441658.5
62156031.0,105239907.268884,105239907.55633566,105240007.92805779,29441658.5
2429081.0,127642274.20424092,127642272.69939254,127641747.23979557,360683938.2
797623.0,117289729.89075322,117289729.21415953,117289492.9626843,16298639.7
12130777.0,84002832.20329005,84002834.18981263,84003527.8393228,11471955.033333333
78307555.0,126156101.6492831,126156100.26333587,126155616.32137555,145858573.9
