Total adjusted box office,Lasso predictions,Ridge predictions,Elastic net predictions,Random Forest predictions
48496407.0,94001872.86104017,94001872.97341323,94001926.86693648,37405370.42666667
112603277.0,108699154.56314461,108699153.86418386,108698818.64629239,160841378.91333333
10580751.0,85988587.51439764,85988588.06912795,85988854.11486143,25402401.53
62223823.0,82992055.26894741,82992055.98909524,82992401.36819968,97543002.32333334
91312328.0,100317873.12533468,100317872.88904567,100317759.56608303,49066145.583333336
105677255.0,93896730.41132651,93896730.52950375,93896787.20667964,26305508.283333335
160937053.0,98342714.74084972,98342714.61359535,98342653.58306943,220237844.92666668
12345188.0,105762702.35272872,105762701.8158689,105762444.34072587,24392659.19333333
25675068.0,82706670.78266603,82706671.51856793,82707024.45324376,19722025.356666666
57297975.0,114324226.78159148,114324225.77210996,114323741.63009408,80614176.41666667
29383027.0,114962584.84741895,114962583.80269817,114962082.76011421,46697432.69
34339566.0,101211576.2094095,101211575.92378542,101211438.93998003,31231442.05
191619418.0,94497539.5059884,94497539.59099919,94497580.36171827,86635075.68333334
21670329.0,104155539.30160648,104155538.85346685,104155323.92806199,278154157.8
26682241.0,104914059.8763553,104914059.38634308,104913824.3790605,8357493.253333333
61016805.0,116644849.86871968,116644848.73113284,116644303.15048152,145133434.39333335
2770313.0,117531042.52869159,117531041.34218428,117530472.29952914,23830518.94333333
18531656.0,77081600.51202513,77081601.5584477,77082103.41719638,14961439.696666667
5680136.0,98875932.23991793,98875932.08322836,98875856.93573718,19911268.54
322134711.0,108811805.85471345,108811805.14953402,108811466.94919285,149692545.38
2867870.0,113002447.52732408,113002446.59080872,113001997.44297789,8274943.15
122983625.0,75842432.32451913,75842433.43934748,75842968.10514826,99774354.0
78064844.0,94159584.84587616,94159584.94954303,94159634.66763201,159617957.19333333
5030541.0,96322495.33759671,96322495.32186449,96322487.77676846,7415183.05
559974380.0,74543184.15406938,74543185.34062012,74543754.40409413,458426245.62
48279829.0,74085067.42264324,74085068.63448338,74085649.82662535,220205233.58333334
113546116.0,101572061.37756929,101572061.07204536,101571914.54437351,109833228.97333333
24373632.0,72290151.61455947,72290152.92548431,72290781.63812996,21759248.64666667
120717645.0,83119726.6709227,83119727.38402268,83120069.38301909,111684648.42
14144760.0,115518334.49451454,115518333.41911471,115517817.66302551,19230625.06
275611.0,71997257.53251448,71997258.85960796,71997895.326642,2903979.683333333
19206243.0,80724002.37799788,80724003.22334899,80724408.64928977,31726712.53
93355380.0,86476744.92250776,86476745.45029034,86476998.57202716,112694790.83
2700740.0,110584192.80754663,110584192.00452614,110583806.88013408,19847290.626666665
72292296.0,110291298.03710134,110291297.25024953,110290919.88026409,49649411.57333333
26479478.0,113280321.40930173,113280320.45744689,113279863.95288837,27159632.376666665
24792413.0,115668536.25227907,115668535.16858765,115668015.43589792,23854341.653333332
249427980.0,99484251.71664563,99484251.52637501,99484160.27358918,119121393.43
73163750.0,120722844.02257171,120722842.65986744,120722189.11407627,213645715.93
423127473.0,72665657.17170474,72665658.46190056,72666277.23301406,218720114.31333333
92201183.0,78703783.91535278,78703784.87222598,78704243.78357175,29960776.876666665
59187878.0,96968364.61848414,96968364.567098,96968339.92257401,102601196.04333334
19773986.0,119603833.93943965,119603832.63850807,119603208.71857598,184927504.24666667
8448826.0,80648901.22059232,80648902.07008925,80649309.48433767,8600699.286666667
16647912.0,91846471.5310173,91846471.76237494,91846582.72027768,9918032.733333332
1583767.0,87137634.0250809,87137634.51638043,87137870.14103861,56104488.86666667
9411484.0,75106442.35519332,75106443.51065052,75106997.66182986,125563708.56333333
46584103.0,111808339.58953084,111808338.7189338,111807921.18518226,41681755.31666667
379732460.0,117455940.95734912,117455939.77498764,117455372.7206511,23783657.61
49213389.0,101542020.6575456,101542020.35368,101541874.62133802,50178053.9
29317050.0,77382004.09186214,77382005.12170154,77382499.02724741,69106237.46333334
32176964.0,95398752.45067158,95398752.48593272,95398769.39698502,137124289.35
8204889.0,115443232.97960736,115443231.90835336,115442718.14058127,20723133.16
28765981.0,79372182.83799192,79372183.7579675,79372624.9734117,45768161.11333334
110129571.0,115255479.46955699,115255478.40866753,115254969.6116809,72294525.05333333
26019590.0,74009966.67353714,74009967.88952306,74010551.06996186,179233807.80333334
2539903.0,78741333.5969964,78741334.55179673,78741792.46901242,14904028.093333334
420489229.0,96142253.70978218,96142253.70399983,96142250.9308117,159550697.24666667
3794233.0,94925615.79688485,94925615.85826454,94925645.29563814,26168808.67
159973726.0,107016890.344383,107016889.73828825,107016599.05844289,52791503.33
12376530.0,108233528.85267358,108233528.17941675,108233205.28899391,16482487.3
42768453.0,111778299.65077846,111778298.7818397,111777882.04339734,41681755.31666667
113810278.0,121135904.22343844,121135902.837932,121135238.35634725,153528132.01666668
3035501.0,108173447.05284755,108173446.38290742,108173125.08315383,42267169.32
14652513.0,85966057.3883757,85966057.94434974,85966324.58656967,25002168.84
5361554.0,72124928.96305211,72124930.28309774,72125563.37002301,6968036.63
2790831.0,74896158.08007881,74896159.24714431,74896718.96561247,12506016.433333334
5497782.0,98868421.74516028,98868421.5888853,98868346.64023492,18677478.97
799524.0,116855133.35735524,116855132.20816012,116854581.06024083,63368153.04333334
8932576.0,110651782.55694188,110651781.75019024,110651394.8363555,19020287.836666666
138111386.0,119739016.39168864,119739015.08329457,119738387.58439896,226493830.16666666
219756107.0,116036530.4896852,116036529.3856794,116035999.91032013,17907509.323333334
88257473.0,99364089.83300547,99364089.64936815,99364001.57787539,110313218.63
182044824.0,86581885.7277777,86581886.24975619,86582136.58788387,143971158.35333332
248072520.0,118484826.48195225,118484825.24279322,118484230.9486507,48557005.623333335
78022555.0,115991470.58977687,115991469.48825851,115990941.2058628,24596948.116666667
151564175.0,95856869.1801073,95856869.19007902,95856873.97246343,85085733.55666667
51977462.0,107009379.6768603,107009379.07118018,107009088.59018019,52791503.33
94042759.0,83097196.72565886,83097197.44000258,83097540.03548063,85579162.60666667
820777189.0,72703207.87823342,72703209.16635633,72703826.94331262,381764156.3433333
28030593.0,87903665.6008077,87903666.04981999,87903881.39374626,95378633.63
6279642.0,107490026.73226993,107490026.10005665,107489722.89389704,14946799.976666667
840761.0,81963170.30180018,81963171.07874553,81963543.6976412,32411916.233333334
63174145.0,116554729.39354344,116554728.26093152,116554185.0662252,96237428.60666667
34162086.0,75489457.97122024,75489459.10553384,75490003.11635178,30182887.21
22526863.0,118154382.34067534,118154381.1197578,118153795.57414374,21498996.72
90613109.0,109427635.02983786,109427634.29066283,109427279.7862073,70584452.84
35158188.0,93633877.48543301,93633877.6181205,93633941.25434339,19478768.92
