Total adjusted box office,Lasso predictions,Ridge predictions,Elastic net predictions,Random Forest predictions
187626543.0,214676312.38203293,214676312.98000696,214676531.95407805,260376583.34
217675501.0,204288802.68401766,204288804.02694097,204289295.79643708,275939506.76
718652342.0,216376351.38485909,216376351.86091334,216376526.18878183,365302746.31666666
119179940.0,250103333.12802458,250103331.18531907,250102619.77959135,289383583.87
134360195.0,188772367.33403468,188772369.7897326,188773269.04983038,730898654.32
104441933.0,177938223.58418614,177938226.81686407,177939410.60183215,123705867.87
144512149.0,256817036.69551855,256817034.271334,256816146.55119872,410438131.1933333
65062891.0,237742055.12876406,237742054.07255834,237741667.2971014,164390000.63
139669125.0,191826671.93870497,191826674.1753608,191827493.22370934,119729147.73
58216369.0,227282509.49365044,227282509.1875601,227282397.0993266,29027929.27
31016172.0,213566963.28378797,213566963.96131992,213567212.06897235,54430987.01
1123310.0,262839196.7729387,262839193.9168697,262838148.0435518,62640858.67333333
664101794.0,209057546.35472783,209057547.35565653,209057913.88902828,672646218.57
29930294.0,190904616.1975882,190904618.50037006,190905461.76362625,41165865.24333333
10209777.0,230264777.16110942,230264776.64114317,230264586.2329851,15886183.316666666
5387113.0,258502663.1544861,258502660.60941535,258501728.62157783,28110186.63
2374219.0,270114777.5341717,270114774.15632814,270113537.2126571,5586276.14
41570475.0,254627160.3574757,254627158.09034002,254626327.88045156,56686741.20666666
81377890.0,183715480.2189094,183715483.03726637,183716515.10067412,105831194.94666667
19849440.0,191091908.63432553,191091910.92367554,191092749.26828218,21826154.276666667
533595142.0,253402562.78999245,253402560.61067984,253401762.56101298,257044948.47666666
133455408.0,206781226.8555465,206781228.01972342,206781654.333501,34857681.18333333
23514152.0,189636791.66957885,189636794.06328383,189637670.62198246,42364150.61666667
79034106.0,177736523.94746286,177736527.19460583,177737716.27658346,123705867.87
492567208.0,191855486.42285222,191855488.65744156,191856306.9490679,119998284.43
87591410.0,180142516.97598284,180142520.05057797,180143645.94668043,262777431.29
133639032.0,216952633.72445962,216952634.1591853,216952793.3528021,145486329.18666667
296399518.0,182634946.58604473,182634949.4818931,182636009.9221342,113660593.74333334
289579869.0,234586906.58138263,234586905.75145113,234586601.8360939,589363151.3333334
21450856.0,191034278.59881735,191034280.8923003,191035120.75037944,33817987.166666664
399153586.0,220813731.28135958,220813731.4391833,220813789.2331596,460026756.04333335
86311863.0,190530031.86285844,190530034.19250393,190530887.29304507,82657838.82333334
726249768.0,263674816.20036665,263674813.28437048,263673745.46612418,725817823.3233334
729388894.0,236675933.7388886,236675932.7591407,236675573.98202467,825181229.6733333
167593222.0,181698484.89846152,181698487.86146903,181699572.89494485,309991218.8433333
99909928.0,226274013.84187296,226274013.60810778,226273928.00485557,123157825.98666666
23911566.0,198986991.88261777,198986993.605765,198987624.610725,33053707.14
181448746.0,256917885.2023214,256917882.77090442,256916992.4022988,399641651.9166667
138621897.0,220957801.45761287,220957801.60510445,220957855.61552858,467458379.99666667
32195270.0,184205319.7898279,184205322.57305562,184206341.7723604,74544200.33666667
584536655.0,260418814.2258042,260418811.54331502,260417829.233768,324304242.19666666
63738306.0,184853637.41628528,184853640.15301833,184854642.32629016,67505553.54
13352048.0,230696989.638533,230696989.08757025,230696787.32870448,35743226.79
183154630.0,211117763.20032775,211117764.05350623,211118076.48173183,293671598.14
7761554.0,242035368.67405707,242035367.30995265,242034867.78405526,11383106.996666666
71319049.0,195269963.0370499,195269965.0267671,195270693.64785388,322750929.75333333
72018240.0,226648602.35296914,226648602.09234002,226648506.65169317,65096850.89
99204182.0,202833686.07386467,202833687.5211429,202834217.5047217,88872878.81666666
111294909.0,204332021.1823307,204332022.52215454,204332513.1566521,234757942.88666666
104357663.0,257335690.25150588,257335687.79012564,257334786.4491783,173673640.99
512415565.0,209158399.654765,209158400.64846092,209158764.53323644,678008792.0966667
3089882.0,190054597.61262465,190054599.97636628,190055465.5626997,80037171.01666667
2813585.0,220467959.7902949,220467959.97291592,220468026.84749803,165614937.32333332
9933697.0,230466479.23560563,230466478.70117414,230466282.9959425,15886183.316666666
7841559.0,252581352.33513576,252581350.21471697,252580573.73157197,360627432.15
157988265.0,270691061.317599,270691057.8984267,270689805.82046616,141208870.49
12993811.0,230769024.9282408,230769024.372112,230768820.7214648,17884770.73
978009.0,269970705.4841715,269970702.11666024,269969468.9565906,6258190.64
870846275.0,209043144.01236084,209043145.01432243,209043511.9259266,672646218.57
11185811.0,245377808.986531,245377807.38272056,245377220.0780916,14406840.303333333
75718793.0,200053117.91518724,200053119.56187633,200053722.56837347,140319980.00333333
48685647.0,238044602.9605045,238044601.88260132,238044207.16167268,151679865.04333332
409307183.0,256528901.46517882,256528899.0616581,256528018.90849268,440660219.19666666
43238168.0,208279562.93394205,208279563.9906645,208279950.95533538,41474009.04333334
