Total adjusted box office,Lasso predictions,Ridge predictions,Elastic net predictions,Random Forest predictions
91410953.0,255507380.81578812,255507380.21542233,255507145.77555224,123305788.53333333
5442058.0,251061064.0949693,251061063.76954207,251060936.69182217,33561109.4
92870598.0,269088860.8625844,269088859.422406,269088297.03988326,191291861.43333334
76583.0,259091383.28551555,259091382.4635325,259091061.48322108,502191895.96666664
282009009.0,203081260.02216256,203081262.6635728,203082294.12116498,209530129.86666667
5583957.0,199187364.75628343,199187367.6384732,199188493.1192748,8257082.3
79149235.0,277725497.3959127,277725495.4216867,277724724.4962448,93744820.63333334
473347913.0,242114535.0360801,242114535.26386267,242114624.21182346,377833362.56666666
462400996.0,228816003.78892037,228816004.83901936,228816414.89746293,551836408.8666667
907096.0,260640857.73638192,260640856.8185869,260640498.42418218,161094913.8
1291452.0,252731813.9830879,252731813.55434963,252731646.1341819,138661132.9
94025703.0,278978550.547081,278978548.4953723,278977747.31331825,137910609.2
229063805.0,241791165.46906734,241791165.7168455,241791262.47298872,155541576.46666667
119186969.0,266070754.94698945,266070753.693436,266070264.18703988,262810331.13333333
8324565.0,223103160.63230857,223103162.03566197,223103710.038198,9963260.766666668
369097150.0,280366341.20284134,280366339.06531847,280365504.3732384,828997612.5333333
15579800.0,204967576.60418394,204967579.12895355,204968565.03895724,24218661.966666665
100469366.0,281242130.27962154,281242128.08794415,281241272.2487879,182007876.63333333
7279259.0,242559165.9831961,242559166.18348485,242559244.39524814,32294847.2
72619782.0,276283812.7224851,276283810.8374059,276283074.72333175,135034295.8
148961987.0,246143166.83500302,246143166.8136746,246143158.48503563,250060737.03333333
14563484.0,232238321.11410567,232238321.95258522,232238649.37468737,155708418.0
120785383.0,283317080.33810544,283317078.01812327,283316172.0765758,201770359.6
100072168.0,267687598.62663427,267687597.2731031,267687068.72589526,200626484.96666667
565248972.0,270705704.87473714,270705703.33458096,270705101.91123843,452584664.1666667
242382975.0,287049309.0001403,287049306.4493752,287048310.38827056,225505007.83333334
117734770.0,285136031.0717638,285136028.63930655,285135078.7768074,75036625.96666667
19722039.0,247261483.26047805,247261483.16999838,247261447.83814225,34648471.5
1066477005.0,284314135.8457992,284314133.4641639,284313203.44740325,72518363.3
347272637.0,231281689.2665358,231281690.1641688,231282040.68540186,213480503.33333334
5961291.0,226202109.42446518,226202110.63619468,226202583.81054673,14541106.4
108262484.0,277819812.25590044,277819810.2758425,277819037.07304454,230664751.8
23453124.0,275637075.73213285,275637073.8870447,275636353.3892836,31071086.733333334
206367.0,209872000.25455827,209872002.4760622,209872869.96232295,738012162.0666667
342616986.0,246533904.30767372,246533904.26218402,246533886.49867615,1052024822.0666667
253706082.0,212580211.39535898,212580213.4494003,212581015.5423503,253585119.56666666
237877035.0,231295163.0423247,231295163.93912452,231295514.1350156,213480503.33333334
280308111.0,228627372.6766367,228627373.73839974,228627788.35158896,284396626.03333336
22627964.0,284677925.42517215,284677923.0210419,284676984.2201046,44844015.833333336
388618673.0,255857696.722699,255857696.10067135,255857453.20196414,286088280.6666667
364394046.0,269290967.2279955,269290965.7753198,269290398.5126737,475817590.43333334
39221804.0,284718346.73800874,284718344.33137906,284717404.5544161,59929325.333333336
278069823.0,264804227.69805455,264804226.52281702,264803767.59838283,282836575.6666667
201985813.0,283128448.5724054,283128446.26408726,283127544.8773013,597642403.0
89769440.0,205856840.73520538,205856843.20498723,205857807.64254192,94896400.26666667
166100305.0,246089272.49778634,246089272.4797905,246089265.452501,117602980.53333333
173335606.0,282670342.62845737,282670340.3484663,282669450.02324927,247240265.0
59432344.0,277550339.18609977,277550337.22270477,277549570.52668756,67448965.23333333
858937295.0,236684637.31655216,236684637.8800932,236684857.9400577,589284913.1666666
