Total adjusted box office,Lasso predictions,Ridge predictions,Elastic net predictions,Random Forest predictions
21187604.0,90376699.28545402,90376698.91313602,90376527.04907538,46241967.6
8038294.0,80035197.36664405,80035197.614227,80035311.89988467,28344849.3
18942976.0,75754159.57053679,75754160.0747381,75754392.81686072,20444200.333333332
237866981.0,82842595.03956589,82842595.11886491,82842631.72373119,146008981.73333332
7728565.0,76499111.78884317,76499112.24838978,76499324.37765856,20097355.233333334
2432854.0,87598579.46612145,87598579.26033236,87598484.2669439,17390307.566666666
1680197.0,88486666.98247567,88486666.72345191,88486547.15665093,1309529.1333333333
152066429.0,76944782.95958158,76944783.39241332,76944983.18994528,44876394.8
2048777.0,92383842.05855192,92383841.5659197,92383614.16414863,344393847.6666667
5186301.0,91388403.04156311,91388402.60860051,91388202.7506617,4721147.2
3079204.0,90614173.30352212,90614172.91696921,90613994.48199423,3876072.3333333335
22264539.0,76762611.09593403,76762611.53968571,76762816.3779195,31695425.333333332
661948321.0,86372173.82760589,86372173.69533128,86372112.63662954,16370857.466666667
138451786.0,85301913.8409221,85301913.7728021,85301882.32823148,140133727.83333334
240158307.0,89394272.7954284,89394272.48200001,89394127.80171457,367071275.96666664
1955905.0,79722902.64346844,79722902.90977126,79723025.83663481,46364269.4
15185700.0,78890117.46483335,78890117.78105584,78890263.75111428,16330100.7
365772468.0,73385925.11990973,73385925.76607017,73386224.03732254,391112017.56666666
11367284.0,76850443.59560455,76850444.03409128,76850646.44199674,18714627.733333334
623041.0,91534790.98090838,91534790.53917085,91534586.63067266,1438083.2666666666
12882988.0,88213409.3250366,88213409.08239275,88213297.07664067,40921124.53333333
53307615.0,79911580.6802458,79911580.93523869,79911698.6413744,75765164.33333333
140799891.0,73167968.62285255,73167969.28207797,73168273.5841942,119777722.53333333
9617944.0,87696171.66301624,87696171.45137718,87696073.75760922,640116.4666666667
1741251.0,91622624.28664257,91622623.83964005,91622417.50079122,344809373.9
27633734.0,79983147.94147982,79983148.19218275,79983263.91804984,36088827.333333336
547711326.0,94049412.92272732,94049412.33025573,94049138.84208082,58518158.8
8937703.0,89784641.27239706,89784640.9355688,89784485.453774,6759484.733333333
47289123.0,77048880.74888802,77048881.17547981,77049078.09262232,49696574.3
2807179.0,88509438.97243547,88509438.7120467,88509318.51514396,1309529.1333333333
32533005.0,79182893.32891147,79182893.62758408,79183031.49652417,30167962.066666666
101035576.0,86567357.011316,86567356.86734152,86567290.4079143,82716970.2
137478500.0,83990927.98550533,83990927.99596979,83990932.82642347,131741077.6
46680405.0,76671525.03919056,76671525.4884022,76671732.84699035,28902975.4
2809238.0,93672056.68449171,93672056.11464,93671793.06792535,6898132.5
10202953.0,90002596.38826787,90002596.03837472,90002434.52575427,329044.3
111342414.0,74615586.07432714,74615586.64677799,74615850.89326891,21192336.933333334
38658121.0,81544620.76246645,81544620.91956997,81544693.43942972,56377915.666666664
4380316.0,93005177.18265261,93005176.65277568,93004932.05864006,2920031.0
91712387.0,76990325.76740092,76990326.19750269,76990524.73486358,48385636.8
33256227.0,94133992.21240284,94133991.61486131,94133715.78637451,58518158.8
18048367.0,81216060.82695602,81216061.00375442,81216142.61487903,23229300.466666665
4901857.0,92953128.51177767,92953127.9850207,92952884.83107363,4954306.6
21457991.0,79622057.76264535,79622058.03499311,79622183.75223804,26161562.966666665
260868502.0,73067122.8312415,73067123.49651192,73067430.58903472,125411768.5
12801374.0,84345512.32003239,84345512.309242,84345507.32833478,18221647.133333333
63854266.0,91050084.04413125,91050083.63144852,91049893.13480815,137329008.46666667
228225.0,88480161.20199819,88480160.94336443,88480041.55657862,1309529.1333333333
65751540.0,79296750.6949281,79296750.98677576,79296885.70527858,7926425.4
259427363.0,83851045.70390193,83851045.72275136,83851054.42375264,105817617.1
30383370.0,87429420.4818579,87429420.2862087,87429329.97345524,16165598.566666666
52329450.0,80282430.23548956,80282430.46825261,80282537.9129682,48623645.233333334
271238594.0,79039758.37787187,79039758.68512443,79039900.5146136,199492769.86666667
218363.0,90022114.74000384,90022114.3889407,90021952.33624679,317167.9666666667
245238645.0,87078089.21336299,87078089.03877366,87078008.44736862,627624757.0333333
45715118.0,82569337.30990593,82569337.40558486,82569381.57150203,25634634.266666666
7068948.0,80809427.24183734,80809427.44301058,80809520.30570066,67055787.06666667
56672792.0,86977243.83839108,86977243.66984673,86977165.86883673,221510423.83333334
6798289.0,79313016.17468497,79313016.46555763,79313150.73399405,4896860.7
2581685.0,89823677.61327122,89823677.274103,89823520.7121713,2754459.933333333
15843138.0,85555652.71071011,85555652.62738024,85555614.16184625,25347825.0
54871546.0,82474998.1463757,82474998.24770959,82475045.0239947,66623467.4
52549386.0,86043614.14430578,86043614.03172602,86043562.06428218,138432239.43333334
117517631.0,76970807.36947262,76970807.80074438,76971006.87818003,44876394.8
151298626.0,82881631.51782505,82881631.5947841,82881667.11950967,148696253.96666667
1801330.0,93655791.18114139,93655790.61226468,93655528.01561707,23760478.866666667
1866914058.0,90048140.31346695,90048139.96084377,90047977.18802133,4612386.5
24316408.0,78174442.56572466,78174442.92484687,78174608.69765471,20228210.666666668
115320584.0,76596704.57531306,76596705.02900967,76596914.45788266,15400771.1
4989569.0,80825693.12817992,80825693.32837814,80825785.74099056,80565119.86666666
1064892.0,92377335.7670568,92377335.27481458,92377108.05307281,333130997.26666665
7686214.0,76866708.88959889,76866709.32711062,76866911.28495483,21829660.8
54195370.0,73359900.59194444,73359901.23966488,73360200.23101684,391112017.56666666
30667081.0,77829617.37053621,77829617.75032829,77829793.06446129,28767703.333333332
40782643.0,83070309.33644982,83070309.40209895,83070339.70610271,43694356.56666667
105587678.0,80370263.14688712,80370263.37438521,80370368.38876107,17599637.133333333
17322182.0,77497804.10591166,77497804.50559363,77497989.00101121,21915473.8
6068174.0,83714416.86035673,83714416.88739611,83714429.36892225,70954920.06666666
20769065.0,77149726.7157073,77149727.13625409,77149921.26298518,20650818.666666668
135635798.0,76951289.34021942,76951289.77266113,76951489.39016134,44876394.8
33985338.0,87351346.69428232,87351346.50331311,87351258.35086405,36710266.63333333
94924875.0,84065748.72622177,84065748.73220126,84065751.49236242,109751417.23333333
450855.0,92409866.14871873,92409865.65452655,92409637.53266798,1532688146.1666667
14843026.0,76821166.04541126,76821166.48565297,76821369.70366926,18714627.733333334
52892417.0,88148347.83768077,88148347.5989369,88148237.39343844,47467985.7
498755083.0,92520471.29010549,92520470.7892833,92520239.60697663,334535579.53333336
62819062.0,83574534.81336446,83574534.8487888,83574551.20085604,129645930.03333333
102614304.0,82016315.15920809,82016315.28803682,82016374.75609617,90886167.7
44795299.0,85484085.68683337,85484085.60779344,85484049.12252149,38175693.86666667
115701835.0,81017624.31266235,81017624.50135565,81017711.6032255,87871205.7
34621161.0,76707309.2338829,76707309.68094952,76707516.04938777,29421750.733333334
26142078.0,83089828.42874892,83089828.49322802,83089858.25713782,38179441.766666666
113116079.0,81577151.73172127,81577151.8868748,81577223.50660148,23198882.866666667
118491131.0,82901150.3982058,82901150.47399482,82901185.45863229,122846854.93333334
47742660.0,76346218.24066557,76346218.70937708,76346435.06921567,78320460.4
74141926.0,82910909.46882157,82910909.54402561,82910944.25862926,123357935.43333334
12931234.0,76118502.79068735,76118503.27304882,76118725.93378185,12095047.533333333
1100829.0,82211499.53999852,82211499.6571273,82211553.72442804,8115422.466666667
22439339.0,89618734.68718481,89618734.3603015,89618583.4691477,62730102.46666667
85246321.0,77683229.02054523,77683229.40911227,77683408.77381602,42814014.166666664
23674078.0,77139966.97759166,77139967.39872347,77140161.79550686,20650818.666666668
1147370.0,82208246.71840258,82208246.83572637,82208300.99303278,8115422.466666667
14003349.0,87432672.73659073,87432672.5407466,87432582.13800311,16165598.566666666
31815362.0,74729443.26285927,74729443.82848516,74729704.92454371,31036701.866666667
3498684.0,94212065.75307238,94212065.15085089,94211787.16206649,11925901.066666666
12277713.0,78899877.02832045,78899877.34395792,78900023.0439689,9470842.866666667
225159325.0,72946757.16260526,72946757.83509076,72947068.2581358,125411768.5
603819370.0,73408697.3258332,73408697.97062862,73408995.61177325,325415097.46666664
15135573.0,87640869.66616048,87640869.45783637,87640773.29427661,7749222.233333333
221708333.0,74130878.82612005,74130879.42762572,74131157.08598307,135879505.5
3720256.0,89810665.75101382,89810665.41262557,89810509.21073255,5328123.133333334
