Total adjusted box office,Lasso predictions,Ridge predictions,Elastic net predictions,Random Forest predictions
23235706.0,74431146.67206043,74431146.61324878,74431116.24166605,16716989.0
28311103.0,69213198.22569136,69213198.45944203,69213319.17327376,13629403.0
31842295.0,75137199.5137339,75137199.41533495,75137148.60003047,10034200.0
8335879.0,69483371.42714177,69483371.64574425,69483484.53672557,40322371.333333336
52618357.0,77707448.94806686,77707448.70555802,77707323.46882045,13504294.0
186226074.0,72401243.97443837,72401244.02944025,72401272.4335801,37750087.0
8706576.0,71457438.52939773,71457438.63731731,71457494.36929268,8009488.0
9441160.0,73092888.08410218,73092888.10032463,73092896.47794679,2151641.6666666665
7245541.0,78146930.76163584,78146930.49448593,78146792.53257626,16363724.0
81557212.0,77588572.42490508,77588572.18906145,77588450.39438717,59746025.666666664
47869219.0,67201305.40958413,67201305.75613853,67201484.7242177,300192106.0
4339245.0,77765085.52484596,77765085.27910551,77764958.373504,11706215.333333334
3608243.0,76464651.24335489,76464651.07052779,76464561.8189304,1170992.0
1075579.0,76479060.7723561,76479060.59872107,76478970.92989656,1170992.0
155001916.0,78377478.67796707,78377478.39789069,78377333.76047862,201395956.33333334
14214627.0,77802909.7422342,77802909.49437301,77802781.49357332,11706215.333333334
3130059.0,77790301.75763102,77790301.51047674,77790173.87474057,11706215.333333334
10532780.0,68514349.63345876,68514349.9063928,68514490.85534762,7905212.0
3184664.0,77385041.64520624,77385041.42077428,77384925.5193227,822515.6666666666
161859529.0,77557952.93000358,77557952.69587675,77557831.78778829,488081126.0
49499383.0,68991656.02362303,68991656.26979524,68991783.39836942,79980911.0
440418843.0,71093605.06586438,71093605.19418356,71093671.46093714,94347174.33333333
466814408.0,78757522.6663147,78757522.36492985,78757366.7233647,3893414.0
40506858.0,71410608.45909543,71410608.56964071,71410665.65757822,11832844.666666666
362880.0,74220411.26738524,74220411.22038922,74220386.9506387,264889673.0
90124739.0,67168884.45215409,67168884.80052628,67169064.70735252,67535769.0
27169458.0,77215733.17552099,77215732.96058188,77215621.96144786,12261254.0
7040217.0,71700594.3683794,71700594.46266562,71700643.15407684,41281128.333333336
493707438.0,67368813.77262402,67368814.10978648,67368988.22767007,222872554.0
33339124.0,78114510.08408773,78114509.8187556,78114372.7955849,23860408.666666668
824637893.0,68914206.2974263,68914206.547941,68914335.91906779,79980911.0
203415827.0,75816235.35275514,75816235.21628372,75816164.7395333,344709026.0
14052672.0,69267232.84841886,69267233.0791399,69267352.22840205,13629403.0
836956940.0,77480503.25221407,77480503.02242973,77480384.3568925,1613326.0
146539065.0,77547146.16207805,77547145.92855714,77547025.33337805,488081126.0
68104624.0,74020482.99763344,74020482.96184708,74020464.48100878,42155528.0
48665144.0,72406647.56589532,72406647.62059422,72406675.86827338,37750087.0
77737356.0,76554709.01847257,76554708.84059606,76554616.98138069,924251.3333333334
22902823.0,75691955.50973116,75691955.38022792,75691888.50199363,763563.6666666666
1718148.0,78213573.32903367,78213573.0581472,78213433.16660564,1705041.0
79303832.0,70942307.77942483,70942307.916227,70942378.56378531,114814425.0
4695018.0,75257876.92619474,75257876.8210296,75257822.51151718,3459561.0
52029755.0,69168169.23360604,69168169.46988142,69168291.48752517,13629403.0
624479067.0,72197713.65259708,72197713.71901059,72197748.01635988,9776731.666666666
5022945.0,76945559.65616198,76945559.45637108,76945456.28009668,145194935.0
137869451.0,73206360.7866314,73206360.79649162,73206365.88851783,175404081.0
9377064.0,69281641.85657161,69281642.08648476,69281760.81853487,12789260.333333334
32541380.0,70369540.41824959,70369540.58716595,70369627.81917216,48706970.0
21321942.0,78118112.11232282,78118111.84678872,78117974.71932149,23860408.666666668
36693302.0,78856585.99097143,78856585.68403225,78856427.17409389,17901319.333333332
199322546.0,68011827.34498379,68011827.64609347,68011983.14555393,23973857.333333332
1125137.0,77374234.86954828,77374234.64572224,77374119.05718026,141951535.0
37822653.0,73703479.69125503,73703479.67324257,73703470.37121782,19247151.0
187515114.0,74618467.15104182,74618467.08172742,74618431.28629036,102269702.0
45832855.0,76716813.1749304,76716812.98796496,76716716.43503252,160444693.66666666
121841708.0,76653772.6978714,76653772.51444055,76653677.7868417,90298461.0
315268289.0,67325586.0355859,67325586.37517206,67325761.74471244,143458333.0
4301860.0,78539582.31933518,78539582.03016989,78539432.69905567,275163396.6666667
206907358.0,73526966.42481467,73526966.41669902,73526962.22560635,211537111.0
5946696.0,76833888.30752951,76833888.11399986,76833788.17116329,7620570.333333333
417323.0,74863423.9224922,74863423.83944345,74863380.95129636,268949.0
32326993.0,75605500.11701144,75605499.99235561,75605435.61743253,17997116.333333332
29627796.0,72721849.8351047,72721849.87213069,72721868.99314523,25736400.0
47537464.0,77176107.76717223,77176107.55445486,77175997.70267239,41300749.333333336
15574844.0,73053262.55896224,73053262.57740645,73053272.10238352,33212891.333333332
7013617.0,69290647.69143124,69290647.92083944,69290766.39212608,7739413.666666667
37548327.0,69013269.98265542,69013270.22761576,69013396.73035893,49485965.0
2589947.0,71716804.83059363,71716804.92397095,71716853.14600912,41281128.333333336
59710156.0,73060467.22804546,73060467.2460857,73060476.56245199,31899438.333333332
22597847.0,69225806.2223804,69225806.45542416,69225926.80419202,13629403.0
481974935.0,75362344.31207651,75362344.20105407,75362286.86669414,147233156.0
14378059.0,70610895.21318816,70610895.36857212,70610975.61216332,15063718.0
54178191.0,75093971.88814197,75093971.79216674,75093922.2285158,48053546.333333336
9808766.0,69279840.70262377,69279840.9326379,69279959.71684031,12789260.333333334
222870427.0,78339654.27946706,78339654.00151144,78339510.45930278,186819595.66666666
61154453.0,69162766.03096198,69162766.2675403,69162888.4416335,13629403.0
33428477.0,72741662.55737619,72741662.59329133,72741681.14062956,38523555.333333336
429809.0,72523722.80245793,72523722.8505926,72523747.70836462,78177366.66666667
10894176.0,68878183.1469843,68878183.39951874,68878313.81369391,79980911.0
52078915.0,78440519.18361345,78440518.9000025,78440372.437256,164272849.0
16602492.0,68678254.6983771,68678254.96212125,68678391.1652138,25752857.0
70571466.0,74321276.00019625,74321275.94754489,74321248.7572615,160956882.0
56415792.0,69762550.85505214,69762551.05800146,69762655.86535756,74930065.0
261689064.0,69330273.17878115,69330273.40596762,69330390.72990042,316001817.0
11296081.0,77275171.48562096,77275171.26734924,77275058.54718217,51757520.0
17178870.0,68130703.28304122,68130703.57748573,68130855.63489984,22167121.0
105028470.0,77840734.18975513,77840733.93977319,77840604.84376867,4633998.666666667
323062240.0,74265440.5827448,74265440.53322406,74265414.95965216,264889673.0
326499456.0,67129258.53348093,67129258.8840749,67129439.93826745,83300845.33333333
254356691.0,67406638.07100485,67406638.40604655,67406811.42872964,222872554.0
726261.0,73454920.26046336,73454920.25638722,73454918.15138732,366291.0
36897981.0,67842518.21859884,67842518.52920142,67842678.93099846,185761262.0
3168406.0,75200239.84617485,75200239.74424136,75200187.10360745,6468800.0
26294710.0,71651963.27048595,71651963.36749884,71652013.46702087,41281128.333333336
15629819.0,69456354.04103535,69456354.26115267,69456467.93442093,16599093.666666666
22372880.0,70018314.80527426,70018314.9938833,70018412.3956081,23962107.0
7904073.0,70248862.97924997,70248863.15493253,70248953.88114744,10685656.0
5266927.0,70430779.84237334,70430780.0078561,70430865.4666781,436384349.3333333
5078764.0,69677896.2868059,69677896.49450167,69678003.75302622,5353914.0
11066344.0,70621702.14827976,70621702.30305779,70621782.23373477,8762805.333333334
8899850.0,77276972.52058402,77276972.30221131,77276859.52989538,3936927.0
80828066.0,67689420.14773475,67689420.4669213,67689585.30166468,63321646.0
94103375.0,72381431.4242361,72381431.48034884,72381460.45816001,86355817.33333333
33853966.0,70792812.03881624,70792812.18400042,70792887.16019979,41465688.0
13145241.0,67588555.36531337,67588555.69015525,67588723.44543295,165504253.0
39244339.0,75111983.29330792,75111983.19632283,75111933.11115262,25884045.666666668
26212750.0,68272994.81264609,68272995.09911253,68273143.03648311,37479708.0
11540280.0,68510747.13940927,68510747.4125453,68510888.46581015,7905212.0
30013223.0,70825232.65960678,70825232.80297318,70825306.84043524,96437990.0
98305079.0,68381064.08115639,68381064.36156353,68381209.1697943,41701095.333333336
