Total original B.O,RBFNetwork predictions
10172124.0,3890276.345903344
8170839.0,-234360.13817673654
214392904.0,113513668.21132071
1616353.0,7587207.990550118
879088897.0,139310872.04990047
47881663.0,13569032.34122352
15680099.0,26331482.339780327
2794056.0,37756.00658120997
1242805359.0,1085844250.3145106
92141886.0,94727219.55242735
431870523.0,338137859.4248996
36856306.0,42329441.72705298
78222753.0,128693440.99448708
43499580.0,26112658.781630546
105159085.0,130586557.33380511
11000000.0,6578458.190036317
14789113.0,5627024.237392046
115021008.0,112689114.36438665
836519699.0,1112258260.8504362
31680796.0,7210594.699274634
227300000.0,13388909.939764554
150191.0,209132.63787680256
17005599.0,10229367.434692
40286416.0,37743098.472022705
37400000.0,22688840.0652062
41975388.0,3985100.137699324
123133739.0,85798847.33321965
37226218.0,20387047.908802688
5278632.0,3914209.3769590054
213299.0,9557136.48349816
319713881.0,93060315.43688203
5820015.0,2076500.044312774
99624873.0,-2395987.4284808077
135015330.0,15254588.255733484
5732587.0,1944186.3437573714
8284331.0,3061062.2477495433
36751984.0,2314810.0694448664
8223137.0,-187317.7794855252
8622973.0,2625140.1523375893
3000000.0,44450866.047774136
719699.0,531066.9551663412
246546998.0,19487777.66766143
137768975.0,73355650.44703695
401021746.0,458810166.0027244
16519460.0,4144510.3149109343
61894591.0,58466237.14579079
1933065.0,35912206.442089766
16316273.0,43061097.89180467
47011449.0,24896646.984513916
57956789.0,17740593.30150342
20883046.0,14049875.397643546
55279608.0,31439222.262811944
2019874.0,2575272.7415517378
8362371.0,2498292.93030216
544772.0,999073.4697102914
2363472.0,1538151.392707212
34872033.0,13808356.70622441
42657631.0,43859439.03116945
5217498.0,14004764.022446422
315268353.0,-172942877.5358471
21817298.0,20257133.199816268
117211892.0,42157042.46594704
25534703.0,7982399.37032487
92999400.0,119969442.99904333
174463257.0,231374848.08276263
573068425.0,73723705.06941101
47135489.0,60903990.56950762
14793701.0,16420675.276434662
6464357.0,235111228.47738647
7300742.0,2616546.741510051
367160781.0,319968211.16019213
159616327.0,182580589.92234367
424208805.0,46510459.144849345
39238443.0,12053215.245663887
9297407.0,-1010114.1774848957
207068340.0,5500312.834051854
62633705.0,129067538.89847453
34487202.0,306644.8294488776
23889158.0,10113660.048879912
35615609.0,2537664.5945873125
12577401.0,8478883.507172218
953535821.0,421307683.56020105
6971266.0,3032682.103643797
285169.0,244566.2830326184
178919401.0,2775751.8990132036
286896578.0,104182752.27722251
62401343.0,132200423.66137703
50003303.0,18614471.09817377
172363301.0,153509922.32406417
38329114.0,849864.7241308725
45800000.0,15498506.85223713
63710000.0,74892281.5229135
22524614.0,13525996.852123478
11128309.0,212835.6988478233
4713059.0,29197601.536296934
2772511.0,79460.28593895525
10755447.0,6647340.038502004
30996614.0,109438527.37174721
26308749.0,19397246.571437612
24946533.0,14168592.946335856
4971088.0,36250423.58745696
29227561.0,45871360.10926821
41921590.0,6570612.324228232
80681183.0,1601274.0733259758
22847660.0,8746379.872558398
19317765.0,7667355.824009157
49752241.0,28004392.346737064
14600000.0,5703874.481215137
17326032.0,9399287.690993626
9353729.0,645878.3162310397
611032.0,294772.4419021849
178471.0,9173157.232723054
2703762.0,301029513.2891469
7019441.0,4417650.758306448
61492104.0,16962835.49474339
16955673.0,1472619.341081464
33398936.0,24144066.841512688
1082228107.0,880548251.4727753
145374099.0,39809704.081546694
3887852.0,3021002.3861935986
12179708.0,3063827.080776852
29197694.0,1463336.9416875427
17252287.0,7631870.281651198
91800000.0,14212415.15408752
18272894.0,13266822.868626421
176639.0,-34608794.61072066
30143795.0,8521360.53866478
329631958.0,94417446.03142649
8000000.0,5674446.191561083
29406132.0,13126796.84773082
49851591.0,43135019.15153453
40159017.0,42725189.55840707
23265132.0,-2670827.0545426323
96147688.0,102352717.69182925
150816.0,897616.1443491786
928265.0,338592.2154273319
6000000.0,25215434.32153915
355919.0,70291.76842660714
5295909.0,1482765.8202130934
31333917.0,9841880.267476732
44005435.0,2506259.2703128643
631441092.0,222978197.32238713
98819789.0,33643964.370718285
25842024.0,5957951.674178308
417341288.0,283261694.2567062
30360375.0,-22382.614665316418
2255399.0,2427519.7595980368
63095271.0,79971677.58414675
3393606.0,-9103806.81593794
9873000.0,7887855.381079873
203018919.0,38835701.707548715
2083088.0,32834561.10431348
270340892.0,211357655.87011355
221300000.0,80987309.09939463
550517357.0,128675070.9565596
1227316.0,30831760.350530416
3151960.0,1238529.6313462513
864907.0,-3574.7266258358895
29634023.0,9287223.409074668
4651977.0,11966749.060834413
11444204.0,9845211.733253872
4500147.0,-8064125.882534088
3805492.0,166873135.28749758
54404202.0,47942623.996817075
70326393.0,83441427.68069547
51379470.0,9138250.839524962
21340234.0,64580253.78253734
39248707.0,1801886.7073693203
10466091.0,10614141.646631554
23800000.0,40015962.55988913
70743839.0,11374040.718449693
8613462.0,2619491.8060996863
5512151.0,5738791.275815678
37472651.0,18032530.950842503
89809433.0,32685439.32674136
71523271.0,21506143.23804642
185400000.0,9939923.954243034
46739562.0,34500981.64613445
3325651.0,2559346.2174089914
4574909.0,179414767.79517752
377426903.0,252496138.70238385
22998000.0,6553893.812351264
5711976.0,1955228.8225479706
273271982.0,169924086.4486087
2912945.0,949060.8266234943
182291969.0,196944171.03308564
188494082.0,6682162.1971414555
22921898.0,1401040.0317468946
664837547.0,177309348.2850991
33209936.0,14654941.473033808
23551286.0,27336788.61743157
49730854.0,14163834.859037453
34562222.0,11081502.271124464
23236296.0,38210089.984313
512390011.0,528833062.6740186
1164305.0,-8706987.044832017
63111381.0,30813431.431940172
6600000.0,2085947.3003617318
1495398.0,115265.64843015054
457697994.0,169346374.9041042
87420776.0,70462829.92947605
30535660.0,12100832.890057348
91902438.0,4981863.177955143
4049527.0,3541731.453240842
74966854.0,25053311.69483982
17000437.0,10812379.953997519
26348203.0,4425701.717867432
47751015.0,1075320.0210753067
92618117.0,1563010.9564257145
46187511.0,12017662.872305656
336359676.0,29956035.981683604
2859811.0,1078805.0375232873
1138355.0,-129741.33582228998
39377700.0,14251215.42283192
257858943.0,142607166.1042042
12970401.0,14410420.892954817
43057552.0,18271719.89654988
306770545.0,5098081.155383025
270232.0,-124616244.14618628
542351353.0,482349125.3565843
23007150.0,7964108.94038455
99750000.0,294557.2302760725
14321070.0,5033900.992779136
26121638.0,2840425.7476952546
95989590.0,25802573.862376414
5806666.0,151968.37205130787
144110682.0,61283819.84376707
6000000.0,2133304.918768121
61910507.0,44369740.330739275
749375.0,63420.17259191425
96068724.0,57037266.55684257
29548291.0,11051600.919084605
8224998.0,8442933.131005233
26716191.0,816363.3378327807
205298907.0,108067121.67587148
701012746.0,228572083.6945211
186883563.0,92039496.72225787
149228078.0,55729933.489868954
529136.0,798438.7329035111
115150424.0,101709302.95463863
13367948.0,10898490.886462305
1070053.0,71432816.75522262
236500000.0,105335125.44188671
120592276.0,55840074.67306713
25268680.0,69054996.74813235
26078500.0,6820895.205803216
152566881.0,82345443.81064934
149804632.0,5025435.265682021
15360539.0,7377466.51050783
166598362.0,65484649.461037904
536544.0,345526.93044428754
4956401.0,1269748.198374063
634379.0,458366.73978631094
21458229.0,6707673.364710346
155564919.0,5042516.9917471465
63320521.0,3003882.0324667343
290701374.0,125781867.07855313
557545.0,5928558.04820845
15432314.0,10247971.854340224
10206551.0,4774259.020771223
