Total original B.O,XGBoost predictions
66786966.0,71524330.0
17700000.0,59156196.0
76086711.0,41457724.0
45000000.0,59156196.0
133892212.0,56823932.0
23894000.0,29584274.0
113310547.0,157847870.0
15466961.0,19429210.0
64626786.0,42400064.0
290930148.0,184472880.0
55842724.0,106819190.0
1878000.0,18110810.0
449326618.0,412125700.0
224390706.0,376836800.0
1072817964.0,501637150.0
9765361.0,11744310.0
5885881.0,18521488.0
42598498.0,54001910.0
6419876.0,23309626.0
41179660.0,14133161.0
13853284.0,13450223.0
6640346.0,20362724.0
19982.0,250957200.0
3600000.0,18110810.0
72989781.0,38609870.0
169955142.0,395252860.0
314709717.0,461034880.0
274543085.0,35913120.0
7220490.0,40320196.0
708272592.0,395252860.0
34356760.0,40115070.0
63749955.0,53200828.0
178503788.0,170229060.0
72571864.0,57514892.0
27342246.0,35662140.0
36230219.0,41081140.0
8221700.0,183999600.0
647263005.0,229640560.0
81209222.0,65064964.0
43492389.0,106657930.0
755249.0,264228110.0
2410162.0,12195473.0
40996665.0,56343020.0
22108977.0,54001910.0
543973.0,11744310.0
11436929.0,38844396.0
47782426.0,78986560.0
43306392.0,5571039.5
6653715.0,18521488.0
65084116.0,130541290.0
15671.0,1934458.1
218535708.0,161148480.0
25030444.0,501637150.0
49800000.0,16071659.0
52461017.0,91189390.0
252091016.0,138454050.0
48577431.0,51341420.0
21799652.0,52098140.0
304249198.0,157847870.0
109492484.0,97554760.0
10490791.0,19528536.0
82000000.0,37653044.0
969000.0,109359640.0
125687.0,229640560.0
9000000.0,38844396.0
7147008.0,44936268.0
180047784.0,130541290.0
68848446.0,88284984.0
358824714.0,166839940.0
79282312.0,91189390.0
22879194.0,22493966.0
5000000.0,20362724.0
6812530.0,412125700.0
116148537.0,53014496.0
217569328.0,262918980.0
5243335.0,44936268.0
10000000.0,30423748.0
105195.0,1934458.1
38122000.0,53200828.0
27700000.0,38066620.0
15024232.0,26730060.0
30089110.0,53014496.0
374890034.0,264228110.0
20883834.0,9552590.0
259736090.0,239838660.0
16830252.0,23867052.0
5269757.0,16071659.0
135893.0,64540060.0
7000000.0,68078020.0
19000000.0,59156196.0
10026255.0,20104008.0
10773007.0,23241856.0
163037661.0,171402660.0
16900000.0,103541940.0
20000000.0,103541940.0
10986645.0,23392560.0
200182160.0,64880764.0
21361109.0,52098140.0
230779191.0,132847820.0
45916769.0,106657930.0
139700000.0,65781520.0
41509797.0,51341420.0
6965361.0,19528536.0
75984700.0,92229120.0
19731505.0,26273704.0
710383.0,37319504.0
333771037.0,284771800.0
14471440.0,26730060.0
19665004.0,32641104.0
29400000.0,48888172.0
125053490.0,97554760.0
5632086.0,23309626.0
16316258.0,18110810.0
282778100.0,143278800.0
8925775.0,23309626.0
1313548963.0,412125700.0
2700000.0,90497900.0
7881335.0,17302936.0
14582182.0,18110810.0
11917143.0,128240440.0
579446407.0,171948960.0
1331635141.0,322289020.0
2347000.0,53200828.0
22099847.0,56823932.0
352161.0,8879470.0
77307226.0,92473410.0
14375181.0,23137460.0
103913405.0,48347948.0
40053595.0,64880764.0
4000000.0,23137460.0
16595791.0,24044760.0
24419219.0,37980612.0
135569212.0,167807280.0
199646680.0,134019600.0
27979399.0,31325530.0
1038228.0,29564698.0
71000000.0,38844396.0
5241315.0,28641650.0
12214338.0,41154000.0
4191023.0,11759585.0
6086891.0,28307628.0
3695409.0,19528536.0
8123860.0,39442440.0
14358033.0,29103248.0
16585503.0,17513674.0
23367586.0,23867052.0
2061804.0,367664160.0
38780888.0,18521488.0
3150170.0,16071659.0
11276846.0,23392560.0
3811040.0,6055030.0
30360570.0,24064444.0
890303.0,16690550.0
432224634.0,288368580.0
31046220.0,53200828.0
39246734.0,33459928.0
178100000.0,75755090.0
83792062.0,67046932.0
77477297.0,101057304.0
352288341.0,618565100.0
1072767997.0,501637150.0
4800000.0,18110810.0
118209778.0,100355780.0
62646763.0,54001910.0
231928227.0,29564698.0
35106706.0,24064444.0
7939676.0,216029180.0
470986200.0,412125700.0
35681080.0,51545404.0
25122195.0,26730060.0
16638300.0,38609870.0
34873513.0,63995740.0
49621440.0,65013948.0
39846896.0,19429210.0
3343567.0,4562360.5
53797409.0,37985900.0
78481410.0,100355780.0
42137871.0,9552590.0
25357771.0,16730559.0
4230717.0,43086468.0
117270765.0,65332930.0
14271297.0,22493966.0
427300260.0,170229060.0
25889208.0,37653044.0
23182223.0,17513674.0
475488.0,1934458.1
2598505.0,2571130.8
68613992.0,93395064.0
59795070.0,89692170.0
4388500.0,19528536.0
62226214.0,66460560.0
437547.0,56343020.0
12898064.0,38609870.0
208094550.0,119548584.0
163838217.0,166839940.0
22000000.0,59156196.0
263892820.0,106657930.0
40014998.0,30892514.0
306941670.0,381398900.0
1329660.0,17538914.0
200340.0,501637150.0
3685862.0,23137460.0
7496681.0,24385126.0
42799060.0,121682060.0
28866028.0,53200828.0
158750817.0,262918980.0
140000000.0,74052270.0
10172124.0,23309626.0
8170839.0,501637150.0
214392904.0,300863650.0
1616353.0,4562360.5
879088897.0,535148500.0
47881663.0,52098140.0
15680099.0,19810724.0
2794056.0,16071659.0
1242805359.0,264905260.0
92141886.0,74464000.0
431870523.0,535148500.0
36856306.0,78986560.0
78222753.0,90497900.0
43499580.0,72976780.0
105159085.0,211644940.0
11000000.0,21169588.0
14789113.0,26730060.0
115021008.0,92473410.0
836519699.0,183999600.0
31680796.0,51545404.0
227300000.0,109359640.0
150191.0,322289020.0
17005599.0,33459928.0
40286416.0,65064964.0
37400000.0,29584274.0
41975388.0,100355780.0
123133739.0,132847820.0
37226218.0,41154000.0
5278632.0,14133161.0
213299.0,8104340.0
319713881.0,262918980.0
5820015.0,21169588.0
99624873.0,67578376.0
135015330.0,106819190.0
5732587.0,97554760.0
8284331.0,19429210.0
36751984.0,17538914.0
8223137.0,501637150.0
8622973.0,18110810.0
3000000.0,65781520.0
719699.0,277839550.0
246546998.0,93395064.0
137768975.0,188764050.0
401021746.0,381398900.0
16519460.0,18009356.0
61894591.0,106657930.0
1933065.0,15561414.0
16316273.0,39442440.0
47011449.0,41457724.0
57956789.0,92473410.0
20883046.0,29103248.0
55279608.0,67046932.0
2019874.0,44936268.0
8362371.0,25983758.0
544772.0,183999600.0
2363472.0,16071659.0
34872033.0,54791796.0
42657631.0,72976780.0
5217498.0,28641650.0
315268353.0,250957200.0
21817298.0,10832664.0
117211892.0,119548584.0
25534703.0,38066620.0
92999400.0,109359640.0
174463257.0,250957200.0
573068425.0,421062800.0
47135489.0,130541290.0
14793701.0,26273704.0
6464357.0,44936268.0
7300742.0,20941266.0
367160781.0,274826600.0
159616327.0,74052270.0
424208805.0,71524330.0
39238443.0,20104008.0
9297407.0,17538914.0
207068340.0,310946850.0
62633705.0,167807280.0
34487202.0,183999600.0
23889158.0,23069154.0
35615609.0,18009356.0
12577401.0,9277257.0
953535821.0,618565100.0
6971266.0,23309626.0
285169.0,501637150.0
178919401.0,99057930.0
286896578.0,157847870.0
62401343.0,101057304.0
50003303.0,26273704.0
172363301.0,250957200.0
38329114.0,53014496.0
45800000.0,41081140.0
63710000.0,91217080.0
22524614.0,29034484.0
11128309.0,23392560.0
4713059.0,24064444.0
2772511.0,278713730.0
10755447.0,18110810.0
30996614.0,37319504.0
26308749.0,41934624.0
24946533.0,59156196.0
4971088.0,97962490.0
29227561.0,40115070.0
41921590.0,46591772.0
80681183.0,130541290.0
22847660.0,23137460.0
19317765.0,23069154.0
49752241.0,53200828.0
14600000.0,24044760.0
17326032.0,30892514.0
9353729.0,322289020.0
611032.0,210703420.0
178471.0,501637150.0
2703762.0,362759230.0
7019441.0,23137460.0
61492104.0,32641104.0
16955673.0,30892514.0
33398936.0,37653044.0
1082228107.0,278713730.0
145374099.0,167807280.0
3887852.0,97962490.0
12179708.0,22493966.0
29197694.0,16051203.0
17252287.0,22933224.0
91800000.0,47064444.0
18272894.0,26273704.0
176639.0,616791230.0
30143795.0,41154000.0
329631958.0,161148480.0
8000000.0,30423748.0
29406132.0,23069154.0
49851591.0,56343020.0
40159017.0,78986560.0
23265132.0,20104008.0
96147688.0,99733640.0
150816.0,128240440.0
928265.0,43086468.0
6000000.0,37873130.0
355919.0,8879470.0
5295909.0,14775529.0
31333917.0,37980612.0
44005435.0,23137460.0
631441092.0,277839550.0
98819789.0,54001910.0
25842024.0,51545404.0
417341288.0,367664160.0
30360375.0,5571039.5
2255399.0,15561414.0
63095271.0,65332930.0
3393606.0,277839550.0
9873000.0,18110810.0
203018919.0,106819190.0
2083088.0,22493966.0
270340892.0,65332930.0
221300000.0,71524330.0
550517357.0,300863650.0
1227316.0,6055030.0
3151960.0,37319504.0
864907.0,5571039.5
29634023.0,29095318.0
4651977.0,23553600.0
11444204.0,22802016.0
4500147.0,16730559.0
3805492.0,43086468.0
54404202.0,134019600.0
70326393.0,53014496.0
51379470.0,15561414.0
21340234.0,38609870.0
39248707.0,30656474.0
10466091.0,23241856.0
23800000.0,20941266.0
70743839.0,67046932.0
8613462.0,21720312.0
5512151.0,23867052.0
37472651.0,24064444.0
89809433.0,106819190.0
71523271.0,101057304.0
185400000.0,103541940.0
46739562.0,72976780.0
3325651.0,12195473.0
4574909.0,65781520.0
377426903.0,376836800.0
22998000.0,23275048.0
5711976.0,23137460.0
273271982.0,170229060.0
2912945.0,41081140.0
182291969.0,91217080.0
188494082.0,176748740.0
22921898.0,41154000.0
664837547.0,412125700.0
33209936.0,29095318.0
23551286.0,32337304.0
49730854.0,100380410.0
34562222.0,37873130.0
23236296.0,32641104.0
512390011.0,322289020.0
1164305.0,39289468.0
63111381.0,41081140.0
6600000.0,21720312.0
1495398.0,229640560.0
457697994.0,147320380.0
87420776.0,116598936.0
30535660.0,32337304.0
91902438.0,57141260.0
4049527.0,19429210.0
74966854.0,79678850.0
17000437.0,19810724.0
26348203.0,210703420.0
47751015.0,46591772.0
92618117.0,11894123.0
46187511.0,40115070.0
336359676.0,262918980.0
2859811.0,23309626.0
1138355.0,39289468.0
39377700.0,65013948.0
257858943.0,261136560.0
12970401.0,28208874.0
43057552.0,101057304.0
306770545.0,17513674.0
270232.0,277839550.0
542351353.0,616791230.0
23007150.0,23275048.0
99750000.0,30423748.0
14321070.0,16051203.0
26121638.0,42400064.0
95989590.0,130541290.0
5806666.0,17538914.0
144110682.0,106819190.0
6000000.0,20362724.0
61910507.0,97554760.0
749375.0,1934458.1
96068724.0,176748740.0
29548291.0,37653044.0
8224998.0,19810724.0
26716191.0,35662140.0
205298907.0,138454050.0
701012746.0,322289020.0
186883563.0,181127040.0
149228078.0,176748740.0
529136.0,-766160.5
115150424.0,138454050.0
13367948.0,30892514.0
1070053.0,53200828.0
236500000.0,75755090.0
120592276.0,132847820.0
25268680.0,65013948.0
26078500.0,30892514.0
152566881.0,262918980.0
149804632.0,6055030.0
15360539.0,21169588.0
166598362.0,132847820.0
536544.0,43086468.0
4956401.0,22493966.0
634379.0,183999600.0
21458229.0,33459928.0
155564919.0,176748740.0
63320521.0,121682060.0
290701374.0,116598936.0
557545.0,10218509.0
15432314.0,23275048.0
10206551.0,27294210.0
12581713.0,19528536.0
9172000.0,40304500.0
927074.0,-766160.5
