Total original B.O,KNN predictions
155620350.0,76816159.52977377
3859755.0,144134923.49093708
158411.0,4637176.561580304
6343015.0,17630064.48599852
259425249.0,77635672.56954934
40055897.0,30021517.4082159
377002.0,52653884.65380477
164800000.0,81132873.70162272
72004159.0,193778739.23053545
8593154.0,63780646.79294686
200238.0,12504514.910867538
6342668.0,12912240.079413772
192617891.0,39311922.48242292
316479150.0,89242143.86538419
1301562.0,34513476.34931117
10000000.0,24375372.94757553
118729073.0,144839523.53666484
610432.0,21354115.676533516
3016496.0,12523554.859010348
67130045.0,125857660.36133677
122529966.0,227144689.69092607
87950928.0,105425967.27904898
4907779.0,7950475.969455208
74433837.0,73983219.1626468
504050219.0,181000084.62786415
20408260.0,7910963.834958059
144123.0,25236382.0690896
230677636.0,28248677.828837235
117729618.0,56530553.236914694
20005613.0,64282511.98381302
55307857.0,58437566.966007344
11285154.0,198719235.2063044
5835247.0,34526902.890759654
2769756.0,23569432.27111969
139716717.0,177889818.4800132
381367046.0,183168664.61287415
25913869.0,18073790.706516262
5855392.0,10873096.46944926
23661038.0,55883766.59932052
25852508.0,93071748.14849895
2000093.0,29631365.683430303
162778384.0,54816282.63207558
75997067.0,70858258.81921548
32589493.0,69633555.08976015
24716190.0,47941948.13845606
4360548.0,9261832.82849431
3623609.0,13056944.128238324
13587246.0,122140183.81816006
13994920.0,25997380.536744513
266824291.0,385162841.97145355
16235738.0,93224246.79303205
3098590.0,22879092.250623
33000000.0,19736596.23021811
5520368.0,18247612.561392765
208300000.0,154209653.73404202
2654096.0,60481764.45588424
4000000.0,18426830.54702664
435412594.0,112883390.72185405
124221.0,44681630.9376579
5299037.0,58541387.21977916
4134992.0,40306529.28972244
6264058.0,17703635.835694198
17637000.0,90752887.11658451
67338219.0,101597582.6843555
356770593.0,492288223.59770364
159157447.0,35084510.44520499
22567607.0,32579611.06056651
108027701.0,42474024.89274698
4248622.0,39608353.31589036
139500.0,4598397.1930058785
4304286.0,9919993.631263243
36299898.0,61950841.7747676
15126948.0,30019274.403122526
14717854.0,75033448.45830764
170362581.0,77914656.11748733
160700000.0,51286656.11274841
18471850.0,50367962.04581349
163527824.0,159438678.06090125
98393930.0,85754544.03159373
60282876.0,84729474.55840048
1324299.0,65590824.88941578
141267370.0,287779169.2328023
26300000.0,67697763.66785617
3180252.0,33493691.905190535
81464486.0,64460664.22864941
4984663.0,14932153.20208372
18429.0,94340498.95982842
30000000.0,21094533.697997365
27385582.0,29926191.187914427
1716001.0,8021850.338742982
29863840.0,55294781.08363624
296872367.0,177664696.96323302
2500000.0,10488266.563586358
46038636.0,61628792.156881675
33013805.0,74690712.32697272
287215196.0,71567187.57846984
80369970.0,109412353.09804781
50813834.0,66375403.25280489
15521619.0,57344252.854166046
5665641.0,81046008.65046373
7175592.0,31130603.454323497
237814327.0,256497162.89527082
66786966.0,116869513.5616819
17700000.0,17410981.339524955
76086711.0,40175026.78188758
45000000.0,123359224.76245297
133892212.0,83026664.7110172
23894000.0,19828251.2561178
113310547.0,91194155.98911554
15466961.0,25685275.76167996
64626786.0,94641485.82288887
290930148.0,373198747.45105326
55842724.0,39275292.91154461
1878000.0,15232176.492688099
449326618.0,714772794.8167956
224390706.0,136175636.30521876
1072817964.0,683164877.1679022
9765361.0,39374115.567037955
5885881.0,5775213.67091534
42598498.0,32721534.10583165
6419876.0,16817523.463523615
41179660.0,52384502.00837786
13853284.0,20521984.70417913
6640346.0,31105989.260760374
19982.0,4690213.314001687
3600000.0,21378159.37714971
72989781.0,37704023.65099081
169955142.0,29333061.002110064
314709717.0,40858163.681153
274543085.0,91059157.22896235
7220490.0,8339920.81333922
708272592.0,556925762.8795108
34356760.0,77751381.12068
63749955.0,75282875.31374466
178503788.0,95633181.67745437
72571864.0,30278681.892745193
27342246.0,77962745.79739399
36230219.0,41028824.37449985
8221700.0,4256244.613934081
647263005.0,368589395.49952567
81209222.0,74710289.01125245
43492389.0,92872486.00731952
755249.0,39328507.78526017
2410162.0,29829668.044243056
40996665.0,31665725.450369272
22108977.0,87179750.48570077
543973.0,56001292.599804424
11436929.0,31016637.813640956
47782426.0,68535353.81234607
43306392.0,17956499.075827334
6653715.0,8333450.112981722
65084116.0,84309104.78492717
15671.0,22184328.041984312
218535708.0,21413029.908418883
25030444.0,43476500.309384875
49800000.0,22896159.798868716
52461017.0,41536206.91073965
252091016.0,14086409.289122503
48577431.0,53361483.77706148
21799652.0,24416143.036543023
304249198.0,119510924.68185706
109492484.0,43537734.19439379
10490791.0,19011648.20216838
82000000.0,106197880.44412638
969000.0,7730248.0966285225
125687.0,88973115.8480627
9000000.0,22072133.310047343
7147008.0,95245127.5306884
180047784.0,574063368.2151648
68848446.0,19716966.3800045
358824714.0,382151312.1408636
79282312.0,24170123.469367467
22879194.0,29487703.245007984
5000000.0,6666263.305325152
6812530.0,48738031.54341286
116148537.0,64122433.984008715
217569328.0,158515227.1115199
5243335.0,5979690.165497799
10000000.0,62248651.83332513
105195.0,28582492.859523095
38122000.0,45038681.2702137
27700000.0,8388488.0307586985
15024232.0,78539748.30225806
30089110.0,40765359.29654592
374890034.0,32995522.702433076
20883834.0,44976470.05694178
259736090.0,183894175.3708507
16830252.0,26023623.334527884
5269757.0,9546818.849431762
135893.0,14257934.406211074
7000000.0,22474969.13732227
19000000.0,26299532.26601214
10026255.0,25755122.97813538
10773007.0,26822755.032091327
163037661.0,40967463.53410508
16900000.0,21329023.270338833
20000000.0,17232938.860071518
10986645.0,76181353.30261263
200182160.0,90271023.4832547
21361109.0,62623416.998074755
230779191.0,55637706.179743886
45916769.0,108738451.90674315
139700000.0,100466901.32679354
41509797.0,16342236.052373473
6965361.0,8929967.67155074
75984700.0,59069874.7530942
19731505.0,141374588.33610088
710383.0,20254347.74778358
333771037.0,391679912.4010155
14471440.0,22291363.154932216
19665004.0,137589511.38072345
29400000.0,19587169.753175292
125053490.0,36097788.29521221
5632086.0,7162000.538267658
16316258.0,65227722.86228437
282778100.0,678543464.9118435
8925775.0,25513080.18973579
1313548963.0,502610100.2171151
2700000.0,18659818.02661177
7881335.0,12769719.370045252
14582182.0,46979934.78112435
11917143.0,88267844.61726879
579446407.0,271530034.61753076
1331635141.0,1427525162.1111522
2347000.0,4321494.078116893
22099847.0,17157783.10215311
352161.0,25003424.846395925
77307226.0,62970952.01169259
14375181.0,70862530.57618527
103913405.0,151509097.39781722
40053595.0,46088298.53709458
4000000.0,23099265.62841272
16595791.0,24312286.64942264
24419219.0,83405172.95596677
135569212.0,43920996.19733681
199646680.0,354803836.65946156
27979399.0,24350877.316170886
1038228.0,4054477.6509036743
71000000.0,83934590.94855525
5241315.0,20400545.839613505
12214338.0,64624059.06796691
4191023.0,7015644.522016732
6086891.0,48212012.09891904
3695409.0,34118670.33397411
8123860.0,20343989.07624142
14358033.0,56332758.93973766
16585503.0,12385880.274699055
23367586.0,79183503.14349653
2061804.0,65697181.13409799
38780888.0,87558001.77757095
3150170.0,54108529.090906836
11276846.0,16152069.357885005
3811040.0,9595754.944195498
30360570.0,29925131.741406187
890303.0,83220789.76951008
432224634.0,205134824.51178056
31046220.0,77269370.82968797
39246734.0,96668150.12252852
178100000.0,153811436.191168
83792062.0,32986847.14409375
77477297.0,86369684.40396798
352288341.0,346065910.72786677
1072767997.0,1324443800.6660845
4800000.0,33395162.010630906
118209778.0,109691367.47731175
62646763.0,95935685.42973128
231928227.0,106284032.6144747
35106706.0,25924014.17619331
7939676.0,82047844.51421441
470986200.0,249879198.3754878
35681080.0,152578529.3138458
25122195.0,68510450.10877328
16638300.0,101503754.5978181
34873513.0,37845857.420792684
49621440.0,51510794.52936249
39846896.0,1033482.2795909994
3343567.0,47426983.8987033
53797409.0,51090176.42214055
78481410.0,56757786.715845585
42137871.0,105723557.65391916
25357771.0,96009589.97386843
4230717.0,4955054.859720162
117270765.0,34761703.89484209
14271297.0,106819254.8512877
427300260.0,315240926.4539931
25889208.0,50212278.99632247
23182223.0,51961198.236672096
475488.0,60186273.21761459
2598505.0,44430699.9464938
68613992.0,36418239.22894264
59795070.0,60034108.18630025
4388500.0,14743256.68502466
62226214.0,48083246.987556346
437547.0,7735752.031676048
12898064.0,68295855.71615903
208094550.0,76599797.23701379
163838217.0,192589084.44742846
22000000.0,20458497.48509616
263892820.0,268574693.8508593
40014998.0,79838927.08065182
306941670.0,565300307.8090038
1329660.0,10918640.823140558
200340.0,78586754.43325858
3685862.0,13637584.70101278
7496681.0,14420995.834605586
42799060.0,122106994.26402196
28866028.0,97132356.2003315
158750817.0,126037345.00223158
140000000.0,47115491.51035248
10172124.0,94401581.78035535
8170839.0,33551561.50868014
214392904.0,94323667.0765061
1616353.0,9958079.677452162
879088897.0,69287679.46208397
47881663.0,35112656.83907397
15680099.0,145532789.9682757
2794056.0,22902907.090783004
1242805359.0,707873576.5851653
92141886.0,101267879.45605594
431870523.0,109066016.58889814
36856306.0,39654832.780433536
78222753.0,53959145.498524375
43499580.0,105442368.996835
105159085.0,44859649.17066496
11000000.0,65277094.77548026
14789113.0,20502853.370768517
115021008.0,45664458.24869891
836519699.0,644874146.9170808
31680796.0,156664385.00032857
227300000.0,179923966.7363823
150191.0,30741453.94511696
17005599.0,72898544.18680216
40286416.0,54858549.36496601
37400000.0,81799204.5032399
41975388.0,34127862.11986252
123133739.0,57160923.103881694
37226218.0,67846481.30660498
5278632.0,19510799.56721696
213299.0,2162841.210627571
319713881.0,330030301.4350568
5820015.0,38205235.48574496
99624873.0,44279190.12964198
135015330.0,58895733.28675994
5732587.0,25564378.83880553
8284331.0,29366544.853214994
36751984.0,33010839.283621937
8223137.0,10977512.828633565
8622973.0,53504787.87081937
3000000.0,91395811.00671038
719699.0,45459340.247469775
246546998.0,158142337.00709668
137768975.0,183103742.68499658
401021746.0,428682685.54501784
16519460.0,26606246.295186993
61894591.0,130861133.45547517
1933065.0,41432272.53847278
16316273.0,83635331.9170151
47011449.0,42797976.79922872
57956789.0,49953833.26145975
20883046.0,92311042.85153158
55279608.0,62527643.013818085
2019874.0,2470138.3552202904
8362371.0,18500838.086200446
544772.0,52242686.74252438
2363472.0,37611969.38247435
34872033.0,25518418.64354699
42657631.0,26523896.11282717
5217498.0,77398419.36431463
315268353.0,77517352.62279119
21817298.0,27850698.798406176
117211892.0,145495517.5704863
25534703.0,28755544.00628016
92999400.0,17658033.454323936
174463257.0,80287732.08819756
573068425.0,256201343.9099682
47135489.0,24507886.018629093
14793701.0,16575850.426105926
6464357.0,29724136.04258036
7300742.0,7192717.9901879765
367160781.0,82595500.9135529
159616327.0,128451765.38990276
424208805.0,94520412.67024486
39238443.0,62271050.75835929
9297407.0,67988482.21843193
207068340.0,92920142.01991853
62633705.0,48715701.610244416
34487202.0,63203176.61527095
23889158.0,64130257.92279552
35615609.0,76198908.17614844
12577401.0,28639553.15401027
953535821.0,582902920.1432642
6971266.0,31413507.86073967
285169.0,244386209.01738015
178919401.0,23512697.968996234
286896578.0,478711092.5248077
62401343.0,66215513.265109606
50003303.0,63107805.549571656
172363301.0,72298009.90567876
38329114.0,104224848.49566154
45800000.0,36215032.88219952
63710000.0,66770233.02388596
22524614.0,35420871.114806786
11128309.0,61206262.12665964
4713059.0,24349946.21683058
2772511.0,37563893.10223357
10755447.0,8445066.693581672
30996614.0,51590469.63861958
26308749.0,47287303.133750975
24946533.0,89344783.92830428
4971088.0,13530883.830072913
29227561.0,55907255.62270275
41921590.0,36747468.63646196
80681183.0,53897680.994527824
22847660.0,45983610.62584016
19317765.0,34338436.10825372
49752241.0,44484127.24773886
14600000.0,53458501.18429907
17326032.0,16051891.084365716
9353729.0,13359162.270831011
611032.0,49449539.54121651
178471.0,20401904.129331887
2703762.0,5959885.246887728
7019441.0,71249530.14797571
61492104.0,47320342.334115155
16955673.0,56449098.10781813
33398936.0,14405884.383861583
1082228107.0,576841898.5432916
145374099.0,71556526.21072854
3887852.0,18355465.344702076
12179708.0,35368821.74397059
29197694.0,61243805.76333753
17252287.0,24027478.16473899
91800000.0,359689251.75234014
18272894.0,68770470.55400309
176639.0,27425145.121297117
30143795.0,103765782.9582584
329631958.0,224257872.76209888
8000000.0,15088592.784174053
29406132.0,68394887.0229755
49851591.0,63228421.67210393
40159017.0,89030863.12977374
23265132.0,4444235.239489374
96147688.0,144158438.63888147
150816.0,7772999.3249500785
928265.0,1009483.6601161998
6000000.0,5531638.168712616
355919.0,17270577.262555767
5295909.0,31808205.470978256
31333917.0,23263965.148756657
44005435.0,70908231.99722977
631441092.0,426035699.1472346
98819789.0,77555599.22262688
25842024.0,30846657.630981106
417341288.0,591686206.8415105
30360375.0,68119789.35690144
2255399.0,30630539.334489845
63095271.0,115231824.62624103
3393606.0,140203465.8325442
9873000.0,193532594.91369748
203018919.0,248999599.0243701
2083088.0,78216622.0419755
270340892.0,148708335.22879794
221300000.0,78759231.3025764
550517357.0,1184065243.4875607
1227316.0,3285986.7563959276
3151960.0,7885773.585759512
864907.0,62112757.39438456
29634023.0,132870984.38855164
4651977.0,21466255.959581953
11444204.0,32812826.873875372
4500147.0,73633784.20674361
3805492.0,4551930.624881546
54404202.0,38379368.09402606
70326393.0,31808498.887018397
51379470.0,146529603.35902435
21340234.0,23664418.49942604
39248707.0,83426615.22985217
10466091.0,69728031.0195797
23800000.0,24703011.41224189
70743839.0,120160167.61093749
8613462.0,20294932.18308104
5512151.0,12776489.465042325
37472651.0,55878563.125016674
89809433.0,63824580.2555913
71523271.0,109832553.67024173
185400000.0,134200068.4764932
46739562.0,70836439.72365642
3325651.0,21590036.240568183
4574909.0,59400515.03547132
377426903.0,67497390.65759343
22998000.0,71370401.88366102
5711976.0,16440997.79588206
273271982.0,228737076.07857397
2912945.0,50053687.85572039
182291969.0,79007916.04015107
188494082.0,172319425.50284418
22921898.0,61907107.10602803
664837547.0,464127841.1134589
33209936.0,84102081.27067645
23551286.0,3269953.2964683347
49730854.0,54489856.91070619
34562222.0,42034306.95267485
23236296.0,21954757.001200486
512390011.0,266160158.6517912
1164305.0,11746966.35248525
63111381.0,41860318.72768236
6600000.0,18004603.79704494
1495398.0,38978393.561452135
457697994.0,311569557.5504737
87420776.0,104400726.38100405
30535660.0,134287951.84664294
91902438.0,56653053.18317244
4049527.0,47258765.05610301
74966854.0,119454255.80439037
17000437.0,197304177.00576422
26348203.0,19895203.08102695
47751015.0,76203853.44154467
92618117.0,40239739.87795591
46187511.0,91345465.35905565
336359676.0,451278893.94774044
2859811.0,10532721.156794205
1138355.0,44281195.12105079
39377700.0,55931143.41352335
257858943.0,64964679.93248992
12970401.0,22338038.065354414
43057552.0,102107264.69043334
306770545.0,49139338.93905807
270232.0,9162853.853756929
542351353.0,92376807.37527029
23007150.0,91484614.5517464
99750000.0,17644830.280694988
14321070.0,92432309.90687652
26121638.0,68691272.9196019
95989590.0,41202683.10838991
5806666.0,33531336.58969656
144110682.0,147936642.73209107
6000000.0,14262717.051217804
61910507.0,18998915.13233876
749375.0,27208060.847027898
96068724.0,45993808.04382279
29548291.0,24491469.07498058
8224998.0,53152578.294432774
26716191.0,45774867.30413372
205298907.0,80405018.83358853
701012746.0,90986519.29808626
186883563.0,220409490.0637278
149228078.0,42662173.42687504
529136.0,6213731.428588109
115150424.0,33921985.123986475
13367948.0,6434016.191895535
1070053.0,12072796.46855836
236500000.0,142698112.04547533
120592276.0,65305965.01385753
25268680.0,71869678.81134774
26078500.0,116180877.15281652
152566881.0,40582452.9131556
149804632.0,116640129.6124534
15360539.0,29538911.829846803
166598362.0,240945472.17455667
536544.0,2655274.1447950862
4956401.0,84567310.15747549
634379.0,3048449.100332135
21458229.0,5030274.248044357
155564919.0,70368144.06658608
63320521.0,50910269.41891455
290701374.0,125022595.93479894
557545.0,39665130.41790677
15432314.0,71691009.36802576
10206551.0,58835247.92892834
12581713.0,20301434.068132643
9172000.0,11355661.09986741
927074.0,23923808.28875322
