,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
11,Sergeant York,['Not Rated'],"['Biographical Drama', 'Biography', 'World War I', '1910s', 'War', 'Historical Battles', 'Christians', 'Poverty', 'Single Parent']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],16400000.0
12,Suspicion,['Not Rated'],"['Film Noir', 'Psychological Thriller', 'Romance', 'Relationships Gone Wrong', 'Money Troubles', 'Gambling', 'Fired', 'White Collar Crime', 'Dysfunctional Family', 'Adult Child Dealing with the Death of a Parent', 'Inheritance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],4500000.0
13,Buck Privates,['Not Rated'],"['Buddy Comedy', 'Military Life', 'Romance', 'Delayed Adulthood']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],4000000.0
14,Dumbo,['G'],"['Animal Lead', 'Coming of Age', 'Same Actor, Multiple Roles', 'Talking Animals', 'Performing Arts', 'Voiceover/Narration', 'Black Out Drunk', 'Circus', 'Clowns']",['Based on Fiction Book/Short Story'],['Hand Animation'],['Kids Fiction'],['United States'],18429.0
15,Mrs. Miniver,['G'],"['Romantic Drama', 'Romance', 'World War II', 'Set in England', 'Set in London']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],13500000.0
16,Cat People,['Not Rated'],"['Supernatural Horror', 'Supernatural', 'Curses', 'Remade', 'Werewolf', 'Romance', 'Relationships Gone Wrong', 'Love Triangle']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],8000000.0
17,The Song of Bernadette,['Not Rated'],"['Biographical Drama', 'Biography', 'Religious', '1800s', 'Poverty', 'Miracle', 'Set in France']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],12500000.0
18,Casablanca,['PG'],"['World War II', 'Film Noir', 'War', 'Romance', 'Resistance Fighter', 'Nazis', 'Immigration', 'Corrupt Cops', 'Romantic Drama']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],10565232.0
19,A Guy Named Joe,['Not Rated'],"['Romantic Drama', 'Romance', '1940s', 'Supernatural', 'Death of a Girlfriend / Boyfriend', 'One Last Job', 'In a Plane', 'Haunting', 'Friendly Ghost', 'Love Triangle', 'Remade', 'Heaven and Hell']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5363000.0
20,Girl Crazy,['Not Rated'],['Romance'],['Based on Musical or Opera'],['Live Action'],['Contemporary Fiction'],['United States'],3800000.0
21,The Bells of St. Mary's,['Not Rated'],"['Religious', 'Life Drama', 'Monks and Nuns', 'Catholic', 'Bullies']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21300000.0
22,The Lost Weekend,['Not Rated'],"['Film Noir', 'Life Drama', 'Addiction', 'Romance', 'Relationships Gone Wrong', 'Writing and Writers', 'Black Out Drunk', 'Hallucinations']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],11000000.0
23,Spellbound,['Not Rated'],"['Film Noir', 'Mental Illness', 'Medical and Hospitals', 'Mistaken Identity', 'Surprise Twist', 'Fugitive / On the Run', 'Suicide', 'Epilogue', 'Prologue', 'Wrongfully Convicted', 'Directing Yourself', 'Psychological Thriller']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],7000000.0
24,Notorious,['Not Rated'],"['Film Noir', 'Political', 'Nazis', 'Undercover', 'Suicide', 'Secret Agent', 'Romance', 'Directing Yourself', 'Director Cameo', 'Psychological Thriller', 'Nazis Outside of World War II', 'Relationships Gone Wrong']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],24493053.0
25,The Best Years of Our Lives,['Not Rated'],"['World War II', 'War', 'War Drama', 'Returning Soldiers', 'PTSD', 'Amputee', 'Paralysis / Loss of a Limb', 'Relationships Gone Wrong', 'Fired', 'Wedding Day', 'Infidelity']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],23600000.0
26,The Yearling,['Not Rated'],['Coming of Age'],['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],5200000.0
27,The Bachelor and the Bobby-Soxer,['Not Rated'],"['Romantic Comedy', 'Romance', 'Relationships Gone Wrong', 'Love Triangle', 'Obsessive Love', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],8750000.0
28,The Three Musketeers,['Not Rated'],"['Action Adventure', 'Set in France', 'Royalty', 'Romance', 'Infidelity', '1600s']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],8000000.0
29,Samson and Delilah,['Not Rated'],"['Voiceover/Narration', 'Prologue', 'Romance', 'Love Triangle', 'Religious', 'Blindness', 'Revenge', 'Wedding Day', 'Slavery', 'Historical Drama', 'Bible Epic', 'Obsessive Love']",['Based on Religious Text'],['Live Action'],['Historical Fiction'],['United States'],28824741.0
30,Cinderella,['G'],"['Prince/Princess', 'Step-Family', 'Animal Lead', 'Royalty', 'Romance', 'Dysfunctional Family', 'Orphan', 'Voiceover/Narration', 'Prologue', 'Talking Animals', 'Dream Sequence', 'Spoiled Child']",['Based on Folk Tale/Legend/Fairytale'],['Hand Animation'],['Fantasy'],['United States'],263591415.0
31,Father of the Bride,['Not Rated'],"['Family Comedy', 'Remade']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],10135000.0
32,All About Eve,['Not Rated'],"['Life Drama', 'Backstage', 'Professional Rivalry', 'Theater Actor', 'Theater', 'Betrayal']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],8402348.0
33,Quo Vadis?,['Not Rated'],"['Historical Drama', 'Ancient Rome', 'Romance', 'Christians', 'Bigotry']",['Based on Religious Text'],['Live Action'],['Historical Fiction'],['United States'],30028983.0
34,A Streetcar Named Desire,['PG'],"['Family Drama', 'Dysfunctional Family', 'Mental Illness', 'Suicide', 'LGBTQ+', 'Sex Crimes', 'Teachers', 'Inheritance', 'Money Troubles', 'Pregnant Women', 'Domestic Abuse', 'Novel or Other Work Adapted by Author']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],8006845.0
35,Strangers on a Train,['PG'],"['Film Noir', 'Psychological Thriller', 'Trains', 'Relationships Gone Wrong', 'Infidelity', 'Pregnant Women', 'Dysfunctional Family', 'Death of a Spouse or Fiancée / Fiancé', 'Framed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],7021533.0
36,Captain Horatio Hornblower R.N.,['Not Rated'],"['Action Adventure', '1800s', 'War', 'On a Boat', 'Romance', 'Medical and Hospitals', 'Single Parent', 'Death of a Spouse or Fiancée / Fiancé', 'Died During Childbirth']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['United Kingdom', 'United States']",6000000.0
37,The Greatest Show on Earth,['Not Rated'],"['Circus', 'Animal Lead', 'Life Drama']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],36000000.0
38,The Snows of Kilimanjaro,['Not Rated'],"['Romantic Drama', 'Death of a Girlfriend / Boyfriend', 'Civil War', 'Set in Africa', 'Set in Spain', 'Romance', 'Relationships Gone Wrong', 'Nurse']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],14181330.0
39,Singin' in the Rain,['G'],['Movie Business'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],7241009.0
40,Peter Pan,['PG'],"['Pirates', 'Fairies', 'Voiceover/Narration', 'Native Americans', 'Revenge', 'Coming of Age']",['Based on Fiction Book/Short Story'],['Hand Animation'],['Fantasy'],['United States'],87400000.0
41,House of Wax,['R'],"['Visual Effects', 'Psychological Horror', 'Artists', 'Surprise Twist', 'Romance', 'Left for Dead', 'Revenge']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],23800000.0
42,Gentlemen Prefer Blondes,['Not Rated'],"['Private Investigator', 'Romance', 'In-Laws / Future In-Laws', 'Infidelity', 'Falsely Accused', 'Musicians', 'Cross-Class Romance', 'False Identity']",['Based on Musical or Opera'],['Live Action'],['Contemporary Fiction'],['United States'],12000418.0
43,Hondo,['PG'],"['3-D', 'Native Americans', 'Relationships Gone Wrong', 'War', 'Romance', 'Widow/Widower', 'Revenge', 'Death of a Son or Daughter', 'Death of a Spouse or Fiancée / Fiancé', 'Young Child Dealing with the Death of a Parent']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],8200000.0
44,How to Marry a Millionaire,['Not Rated'],"['Models', 'Romance', 'Cross-Class Romance', 'IRS', 'Domestic Abuse', 'Relationships Gone Wrong', 'Confidence Men', 'Widow/Widower', 'Infidelity', 'Dream Sequence']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],7300742.0
45,Niagara,['Not Rated'],"['Film Noir', 'Mental Illness', 'PTSD', 'Relationships Gone Wrong', 'Infidelity', 'Domestic Abuse', 'Voiceover/Narration', 'Faked Death', 'Death of a Spouse or Fiancée / Fiancé', 'Mariticide / Uxoricide', 'Honeymoon']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2500000.0
46,White Christmas,['Not Rated'],"['Christmas', 'Christmas in November', 'World War II', 'Prologue', 'Romance', 'Dancing', 'Performing Arts']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],30001212.0
47,Rear Window,['PG'],"['Crime Thriller', 'Murder Mystery', 'Wheelchair User', 'Director Cameo', 'Relationships Gone Wrong', 'Death of a Spouse or Fiancée / Fiancé', 'Domestic Abuse', 'Mariticide / Uxoricide']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],27592789.0
48,The Caine Mutiny,['Not Rated'],['Courtroom / Legal Drama'],['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],21800000.0
49,On the Waterfront,['Not Rated'],"['Mafia', 'Boxing', 'Throwing a Fight / Match', 'Crime Drama', 'Crime', 'Unions', 'Witness Tampering', 'Death of a Sibling', 'Romance', 'Relationships Gone Wrong', 'Pastor']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],9600000.0
50,Dial M for Murder,['PG'],"['Crime Thriller', 'Novel or Other Work Adapted by Author', 'Relationships Gone Wrong', 'Infidelity', 'Blackmail', 'Killing in Self Defence', 'Wrongfully Convicted', 'Death Row', 'Police Detective']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],6000108.0
51,There's No Business Like Show Business,['Not Rated'],"['Performing Arts', 'Intertitle', 'Musicians', 'Voiceover/Narration', 'Great Depression', 'Dancing', 'Religious', 'Relationships Gone Wrong', 'Big Break', 'Addiction', 'Coming of Age', 'Letting Go', 'Empty Nest', 'Broadway']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],5000000.0
52,A Star is Born,['PG'],"['Performing Arts', 'Romantic Drama', 'Singers', 'Big Break', 'Remade', 'Romance', 'Relationships Gone Wrong', 'Remake']",['Based on Movie'],['Live Action'],['Contemporary Fiction'],['United States'],4400000.0
53,River of No Return,['Not Rated'],"['Life on the Outside', 'Native Americans', 'Gambling', 'Relationships Gone Wrong', 'Romance', 'Musicians', 'Young Child Dealing with the Death of a Parent', 'Death of a Spouse or Fiancée / Fiancé']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],3820291.0
54,Lady and the Tramp,['G'],"['Animal Lead', 'Talking Animals', 'Romance', 'Cross-Class Romance', 'Intertitle', 'Non-Chronological', '1910s']",['Based on Fiction Book/Short Story'],['Hand Animation'],['Kids Fiction'],['United States'],93638184.0
55,To Catch a Thief,['PG'],"['Heist', 'Intertitle', 'World War II', 'Circus', 'Surprise Twist', 'Framed', 'Romance', 'Directing Yourself', 'Crime Thriller', 'Director Cameo']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],8752085.0
56,The Trouble with Harry,['PG'],"['Black Comedy', 'Ensemble', 'Romance', 'Artists']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],7000000.0
57,The Seven Year Itch,['Not Rated'],"['Unnamed Character', 'Infidelity', 'Performing Arts', 'Voiceover/Narration', 'Fantasy Sequence', 'Prologue', 'Whitewashed Casting', 'Mid-Life Crisis', 'Hallucinations', 'Novel or Other Work Adapted by Author', 'Romantic Comedy']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],6000000.0
58,The Ten Commandments,['G'],"['Visual Effects', 'Religious', 'Voiceover/Narration', 'Prologue', 'Faith-Based Drama']",['Based on Religious Text'],['Live Action'],['Dramatization'],['United States'],85433929.0
59,Giant,['G'],['Posthumous Release'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],30194409.0
60,Trapeze,['Not Rated'],"['Romantic Drama', 'Romance', 'Relationships Gone Wrong', 'Love Triangle', 'Circus', 'Acrobatics']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],14400000.0
61,The Man in the Gray Flannel Suit,['Not Rated'],"['Family Drama', 'Ex-soldier', 'PTSD', 'Relationships Gone Wrong', 'World War II', 'Nightmare', 'Infidelity', 'Money Troubles', 'Inheritance', 'Workaholic', 'Dysfunctional Family', 'Eloping']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],10875000.0
62,Moby Dick,['Not Rated'],['Animals Gone Bad'],['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],10411840.0
63,The Conqueror,['Not Rated'],['Whitewashed Casting'],['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],9016347.0
64,Love Me Tender,['Not Rated'],"['Civil War', 'Romance', 'Love Triangle', 'Intertitle', 'Dysfunctional Family', 'Sibling Rivalry']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],9000000.0
65,Bus Stop,['Not Rated'],"['Animal Lead', 'Unrequited Love', 'Kidnap', 'Rodeo', 'Singers', 'Boss From Hell', 'Comedy Drama', 'Romance']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],4500000.0
66,The Bridge on the River Kwai,['PG'],"['World War II', 'War', 'War Drama', 'POW', 'Escape', 'War Crimes']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['United Kingdom', 'United States']",33300000.0
67,Peyton Place,['Not Rated'],"['Coming of Age', 'Life Drama', 'Life in a Small Town', 'Dysfunctional Family', 'Addiction', 'Sex Crimes', 'Teen Pregnancy', 'Killing in Self Defence', 'Romance', 'Relationships Gone Wrong', 'World War II', 'Suicide']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],25600000.0
68,Cat on a Hot Tin Roof,['Not Rated'],"['Family Drama', 'Relationships Gone Wrong', 'Athletes Past Their Prime', 'Addiction', 'Inheritance']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],17570324.0
69,Vertigo,['PG'],"['Film Noir', 'Psychological Thriller', 'Police Detective', 'Anxiety and Phobias', 'Retirement', 'Faked Suicide', 'Death of a Spouse or Fiancée / Fiancé', 'Relationships Gone Wrong', 'Romance', 'Surprise Twist', 'Accidental Death']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],3294411.0
70,Ben-Hur,['G'],"['Heroic Adventure', 'Religious', 'Jewish', 'Slavery', 'Adopted Family', 'Dysfunctional Family', 'Political', 'Friends turned Enemies']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],73259017.0
71,Some Like it Hot,['Not Rated'],"['Cross-Dressing', 'Jazz', 'Mafia', 'Musicians', 'Road Trip', 'Romance', 'Eloping', 'Romantic Comedy', 'Fugitive / On the Run']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],25038874.0
72,Imitation of Life,['Not Rated'],"['Whitewashed Casting', 'Life Drama', 'Interracial Child', 'Widow/Widower', 'Bigotry', '1940s', '1950s', 'Aspiring Actress / Actor', 'Dysfunctional Family', 'Relationships Gone Wrong', 'African Americans', 'Young Child Dealing with the Death of a Parent']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],14000365.0
73,North by Northwest,['Not Rated'],"['Action Thriller', 'Mistaken Identity', 'Kidnap', 'Romance', 'Set in New York City', 'Set in Chicago', 'Set in South Dakota']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],13372845.0
74,The Nun's Story,['Not Rated'],['Religious'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],12800000.0
75,Psycho,['R'],"['Surprise Twist', 'Mental Illness', 'Hallucinations', 'Serial Killer', 'White Collar Crime', 'Fugitive / On the Run', 'Cross-Dressing', 'Psychological Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],32002177.0
76,Spartacus,['PG-13'],"['Inspired by a True Story', 'Historical Drama', 'Slavery', 'Revolution', 'Ancient Rome', 'Romance', 'Political', 'Government Corruption']",['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],['United States'],60000000.0
77,Elmer Gantry,['Not Rated'],"['Life Drama', 'Religious', 'Preacher', 'Confidence Men', 'Blackmail', 'Prostitution', 'Romance', 'Love Triangle', 'Relationships Gone Wrong']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],10400064.0
78,The Alamo,['PG-13'],['War'],['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],7900000.0
79,Midnight Lace,['Not Rated'],"['Crime Thriller', 'White Collar Crime', 'Infidelity', 'Relationships Gone Wrong', 'Unbelieving Police', 'Money Troubles', 'Scotland Yard']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],7400000.0
80,101 Dalmatians,['G'],"['Animal Lead', 'Talking Animals', 'Voiceover/Narration', 'Fashion', 'Kidnap', 'Rescue']",['Based on Fiction Book/Short Story'],['Hand Animation'],['Contemporary Fiction'],['United States'],153302565.0
81,West Side Story,['Not Rated'],['Gangs'],['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],47596274.0
82,The Absent Minded Professor,['Not Rated'],"['Family Comedy', 'Research Scientist', 'Scientific Experiment Gone Awry', 'Romance', 'Relationships Gone Wrong']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],25381407.0
83,King of Kings,['PG-13'],"['Faith-Based Drama', 'Faith-Based Film', 'Bible Epic']",['Based on Real Life Events'],['Live Action'],['Factual'],['United States'],14483352.0
84,Judgment at Nuremberg,['Not Rated'],"['Courtroom / Legal Drama', 'World War II', 'Nazi', '1940s']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],10000000.0
85,Return to Peyton Place,['Not Rated'],"['Life Drama', 'Life in a Small Town', 'Scandal', 'Writing and Writers', ""You Can't Go Home Again""]",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],9996178.0
86,Breakfast at Tiffany's,['Not Rated'],"['Romance', 'Sugar Daddy', 'Whitewashed Casting', 'Yellowface']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],9785771.0
87,The Longest Day,['G'],"['Historical Battles', 'World War II', 'Gratuitous Cameos', 'War', 'Action Adventure']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],50100000.0
88,Lawrence of Arabia,['PG'],"['Biography', 'World War I']",['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],"['United Kingdom', 'United States']",69995047.0
89,To Kill A Mockingbird,['Not Rated'],"['Lawyers', 'Courtroom / Legal Drama', 'Bigotry', 'Wrongfully Convicted', 'Framed', 'Voiceover/Narration', 'New Guy/Girl in School', 'Coming of Age', 'Poverty', 'Life in a Small Town', 'Sex Crimes', 'Dysfunctional Family', 'Young Child Dealing with the Death of a Parent', 'Death of a Spouse or Fiancée / Fiancé', 'Addiction', 'Albino']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],13129846.0
90,Bon Voyage!,['Not Rated'],"['Family Comedy', 'Family Vacations', 'Dysfunctional Family', 'Romance', 'First Love']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],9230769.0
91,Days of Wine and Roses,['Not Rated'],"['Life Drama', 'Romance', 'Relationships Gone Wrong', 'Addiction', 'Rehab / Former Addict', 'Mental Hospital', 'Novel or Other Work Adapted by Author', 'Remake']",['Based on TV'],['Live Action'],['Contemporary Fiction'],['United States'],8123077.0
92,The Manchurian Candidate,['PG-13'],"['Political', 'Korean War', 'Film Noir', 'Conspiracy Theory', 'Prologue', 'Faulty Memory', 'Hitmen', 'Voiceover/Narration']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],7716923.0
93,Cleopatra,['G'],"['Historical Drama', 'Ancient Egypt', 'Set in Egypt', 'Set in Cairo, Egypt']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],71000000.0
94,It's a Mad Mad Mad Mad World,['Not Rated'],"['Gratuitous Cameos', 'Chase Adventure', 'In a Plane', 'Car Accident', 'Accidental Death', 'Life on the Outside', 'Treasure Hunters', 'Dysfunctional Family', 'Corrupt Cops']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],60000000.0
95,Dr. No,['PG'],"['Secret Agent', 'Mad Scientist', 'Hitmen', 'Martial Arts', 'Action Adventure']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],59567035.0
96,The V.I.P.s,['Not Rated'],"['Comedy Drama', 'Relationships Gone Wrong', 'Infidelity', 'Love Triangle', 'Film Actor', 'Movie Director', 'Money Troubles', 'Ensemble']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],15000000.0
97,Charade,['Not Rated'],['Romance'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],13474929.0
98,"Move Over, Darling",['Not Rated'],['Romance'],['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],12705882.0
99,The Great Escape,['Not Rated'],"['World War II', 'War', 'Escape', 'Inspired by a True Story', 'Intertitle', 'Prison Break', 'Nazis', 'Ensemble', 'War Crimes', 'War Drama']",['Based on Real Life Events'],['Live Action'],['Historical Fiction'],['United States'],11972799.0
100,The Birds,['PG-13'],"['Animal Lead', 'Animals Gone Bad', 'Directing Yourself', 'Disaster', 'Nature Horror']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],11436929.0
101,Blood Feast,['Not Rated'],"['Gorn or Splatter Horror', 'Remade', 'Cult Movie', 'Cannibalism', 'Food', 'Gods and Goddesses', 'Occult', 'Serial Killer']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],4000000.0
102,Mary Poppins,['G'],"['Same Actor, Multiple Roles', 'Secret Magic', 'Breaking the Fourth Wall', 'Old Age Makeup', 'Dysfunctional Family', 'Fired', '1965 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Kids Fiction'],['United States'],102296470.0
103,My Fair Lady,['G'],"['Oscars Best Picture Winner', '1965 Oscars Best Picture Nominee']",['Based on Musical or Opera'],['Live Action'],['Historical Fiction'],['United States'],72072607.0
104,Goldfinger,['PG'],"['Visual Effects', 'Secret Agent']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],124900000.0
105,The Carpetbaggers,['PG'],"['Romantic Drama', 'Romance', 'Relationships Gone Wrong', 'Domestic Abuse', 'Posthumous Release', 'Prologue', 'Voiceover/Narration', 'Adult Child Dealing with the Death of a Parent', 'Death of a Twin', 'Death of a Sibling', 'Inheritance', 'Mental Illness', 'Dysfunctional Family', 'Addiction', 'Ensemble']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],28409547.0
106,From Russia With Love,['PG'],"['Secret Agent', ""Character's Journey Shown on Map"", 'Action Thriller', 'Cold War', 'Shadowy Organization']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],78900000.0
107,Dr. Strangelove,['PG'],"['Same Actor, Multiple Roles', 'Black Comedy', 'Cold War', 'World War III', 'Novel or Other Work Adapted by Author', 'In a Plane', '1965 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'United States']",9240557.0
108,Becket,['PG-13'],"['Biography', 'Biographical Drama', '1100s', 'Royalty', 'Religious', 'Death of a Best Friend', '1965 Oscars Best Picture Nominee']",['Based on Play'],['Live Action'],['Dramatization'],"['United Kingdom', 'United States']",9164370.0
109,Zorba the Greek,['Not Rated'],['1965 Oscars Best Picture Nominee'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Greece', 'United States']",9000000.0
110,Marnie,['PG'],"['Psychological Thriller', 'White Collar Crime', 'False Identity', 'Blackmail', 'Unrequited Love', 'Sex Crimes', 'Prostitution', 'Dysfunctional Family', 'Relationships Gone Wrong', 'Killing in Self Defence']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],7008922.0
111,The Fall of the Roman Empire,['Not Rated'],"['Historical Drama', 'Ancient Rome', 'Government Corruption', 'Dysfunctional Family', 'Political Assassination', 'Adult Child Dealing with the Death of a Parent', 'Friends turned Enemies', 'Infidelity', 'Voiceover/Narration', 'Epilogue', 'Political', 'War']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],4750000.0
112,The Sound of Music,['G'],"['Widow/Widower', '1966 Oscars Best Picture Nominee', 'Oscars Best Picture Winner']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],286213504.0
113,Doctor Zhivago,['PG-13'],"['World War I', 'Set in Russia', 'Romantic Drama', '1966 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['Italy', 'United Kingdom']",112040388.0
114,The Great Race,['Not Rated'],"['Farcical / Slapstick Comedy', 'Inspired by a True Story', 'Auto Racing', '1900s', 'Professional Rivalry', 'Romance', 'Same Actor, Multiple Roles', 'Daredevil']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],25333333.0
115,Our Man Flint,['Not Rated'],"['Action Comedy', 'Spoof', 'Secret Agent', 'Out of Retirement']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],16000000.0
116,The Greatest Story Ever Told,['G'],"['Religious', 'Faith-Based Drama', 'Faith-Based Film', 'Bible Epic', 'Ancient Rome']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],15473333.0
117,The Sandpiper,['Not Rated'],"['Romantic Drama', 'Romance', 'Single Parent', 'Homeschooling']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],13691111.0
118,Do Not Disturb,['Not Rated'],"['Romantic Comedy', 'Romance', 'Relationships Gone Wrong', 'Infidelity']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],8000000.0
119,The Agony and the Ecstasy,['Not Rated'],"['Biography', 'Biographical Drama', 'Artists', '1500s', 'Religious', 'Christians']",['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],"['Italy', 'United States']",8000000.0
120,The Train,['Not Rated'],"['Action Thriller', 'Inspired by a True Story', 'Heist', 'Trains', 'World War II', 'French Resistance', 'Nazis']",['Based on Factual Book/Article'],['Live Action'],['Historical Fiction'],"['France', 'Italy', 'United States']",6800000.0
121,The Bible,['Not Rated'],"['Faith-Based Drama', 'Bible Epic']",['Based on Religious Text'],['Live Action'],['Dramatization'],"['Italy', 'United States']",34903530.0
122,Hawaii,['Not Rated'],"['Historical Drama', 'Set in Hawaii', 'Religious', 'Newlyweds', 'Missionary']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],34562222.0
